index,문자내용
spam,엄마 나 폰 고장 때문에 수리 맡기고 임시번호로 연락하는 거야. 이 번호로 카톡 추가해서 톡 줘 급해
spam,아빠 나 폰 물에 떨어뜨렸어 통화가 안 되는데.… 문자 확인하면 여기로 답 줘 폰 수리 맡기고 일단 보험금 신청하려고 통화는 저녁 쯤 가능할 거 같은데.…   
spam,오빠 바빠? 폰 지금 고장 나서 수리 맡기고 컴퓨터로 카톡 하는 거야 급해서 그러는데 부탁 하나만 해도 돼? 어제 친구한테 받은 돈이 있는데 급하게 지금 다시 송금 해달라고 하는데 친구가 기다리고 있어
spam,형수님 폰이 고장 나서 카톡 새로 만들었어요 이거 등록해 주시고 지금 바쁘세요? 형수님 저 부탁 하나만 드려도 될까요 아 지금 제가 급하게 이체해줘야 할 대금이 있는데 지금 인증서가 오류라서 이체가 안되거든요 그래서 드리는 말인데 형수께서 대신 이체 좀 해주실 수 있으실까요? 돈은 제가 5시까지 차질 없이 갚아드릴게요
spam,엄마 나 폰 고장 나서 수리 맡기고 전에 문자나라 가입한거로 문자하고 있어 피시용이라 문자만 가능해. 문자 가는지 확인하고 있어. 문자 다시 보내줘. 엄마 다름이 아니라 지금 문화상품권이 필요한데 폰이 안 돼서 구매할 수가 없어 엄마가 대신 먼저 구매해 줄 수 있어? 지금 급히 필요해서 그래 편의점 가면 컬처 캐시 충전 영수증에 핀번호 찍혀 나오는 거 있어 그걸로 60만 원 어치 달라고 하면 돼 3만 원 20장~ 돈은 저녁에 돌려드릴게~ 지에스 가능해
spam,누나 나 폰 액정 나가서 수리 맡기고 피시방 왔어 혹시 나 부탁 좀 들어줄 수 있어?
spam,엄마 나 폰 고장 나서 수리 맡겼어. 급히 인증받을 거 있어서 엄마 거로 받아도 돼?
spam,엄마 나 폰 고장 나서 센터에 수리 맡겨놓고 컴퓨터로 문자 보내고 있어 확인하고 답장 줘~ 통화 중 떨어뜨려서 액정이 나갔어. 수리 맡겼으니 괜찮아 그래서 말인데 부탁하나 하려고 그래 나 온라인으로 문화상품권 신청해야 되는데 내 명의로 안돼 엄마 명의로 신청하면 안 될까? 일단 엄마 신분증이랑 카드 앞뒤 사진 찍어 보내줘 그럼 내가 알아서 할게^^ 엄마 아직이야? 그래 네 면 잘 보이게 사진 찍어서 여기로 보내줘
spam,엄마 뭐해? 나 지금 핸드폰 떨어뜨려서 폰이 먹통 되어버렸어 수신/발신도 안돼서 AS점에 맡기고 잠시 컴퓨터로 접속했어 뭐 하나만 부탁해도 돼? 엄마 혹시 잔고가 여유 돼? ㅠ 며칠 전 급한 사정으로 아는 선배한테서 빌린 돈 있는데 원래는 오늘 다시 보내주기로 하고 빌린 거야 근데 아까 폰이 터치 안 되는 상황에 계좌이체 여러 번 시도했더니 통장 비밀번호 오류가 떠서 못해주고 있어 선배도 지금 집 보증금 문제로 급히 넣어달래서 휴 금액 좀 커 1200만 원이야 돈은 오후에 다시 엄마 통장으로 넣어줄게 잔고가 그렇게 여유 돼? 저녁에 줄게 넣어줄 수 있어?
spam,네 저xx에요 식사도 안하셧겟네요^^ 언니 한데 부탁하나해도될까요? 실은 제가 일때문에 급하게 송금해야될곳이 있느데 공인인증 때문에 못하고있어서요 언니 대신해주시면안될까요? 5시전으로 드릴께요         
spam,매형 뭐해요? 매형 진짜 급해서 그러는데 부탁해도 될까요? 제가 지금 급히 송금 할 데 있는데 카드가 인증서 오류됐어요 매형 일단 도와주시면 안 돼요? 저녁에 돌려드릴게요 매형 제 대신 송금 해주세요 저녁에 꼭 돌려드릴게요 98만 원인데 해줄 수 있어요? 매형 제 이름으로 보내고 톡 줘요
spam,엄마 뭐해? 나 폰 고장나서 카톡 새로 했어 친구 추가해 줘 추가했어? 음. 엄마 지금 바빠? 급히 부탁할 거 있어서 톡 했어 엄마 나 급히 송금할 거 있어서 그러는데.. 내 카드 오류가 떠서 이체가 안 돼 엄마가 대신 보내줘.. 돈은 폰 수리하고 저녁에 다시 넣어줄게 액수가 좀 커.. 600만 원 바로 가능해?
spam,엄마 나 지금 휴대폰 액정 깨져서 as 맡기고 컴퓨터로 카톡 접속했어 바빠? 선배 일 때문에 급해서 그래 어제 선배한테 받은 돈 있는데 선배가 급하게 다시 보내달라고 해서 내 걸로 하려고 하니깐 인증서 오류 떠서 안돼 은행에 문의했는데 월요일에 이체 가능하대 월요일 오전에 다시 보낼게 먼저 선배 쪽으로 이체 좀 해줄 수 있어? 원룸 보증금이라 금액이 좀 커서 그래 600만 원이야
spam,나 지금 미팅 중인데 일 있어서 언니한데 부탁 좀 하려구 제가 일 때문에 급하게 송금해야 될 곳이 있는데 공인인증 때문에 못하고 있어서요 언니 대신해 주시면 안 될까요? 5시 전으로 드릴게요 언니 나 지금 미팅 중이라서 끝나고 하면 안 될까?   
spam,언니 많이 바빠? 그럼 잠깐 부탁 하나만 해도 돼? 나 지금 급히 결제해야 할 곳 있는데 인증서 비번 5회 오류라 이체가 안되네 가능하면 언니가 나 대신 결제해 줄 수 있어? 돈은 늦어도 오후 4시 전으로 넣어 줄게
spam,엄마 나 지금 폰 고장 나서 공장에 맡겨서 카톡만 가능하거든ㅠ 근데 업체에 자금 넘겨야 하는데 돈이 필요해서 상품권 사이트에서 상품권 구매해서 상품권 좀 보내줄 수 있어?
spam,엄마 지금 바빠? 엄마 미안한데 혹시 계좌 잔고 97만 원 정도 여유 되면 대신 먼저 입금 부탁할게 나 급히 지금 송금할 거 있는데 폰 고장 나서 뱅킹이 안 돼서 그래 나중에 오후에 폰 찾으면 다시 보내드릴게 입금하고 톡 줘 엄마
spam,"제목없음 엄마 부탁 하나 해도 될까? 지금 쇼핑몰에 신세계 백화점 10만 원 상품권 5만 원에 구매 이벤트 당첨 등록해야 하는데~ 엄마가 인터넷으로 먼저 등록해줘. 엄마 할 줄 모르면, 엄마 명의로 내가 주문 등록해놓을게~ 엄마 주민등록증 앞면, 신용카드 앞면, 뒷면 사진 찍어 보내줘~ 그리고 택배 전화 가면 받고 먼저 택배 받아줘~"
spam,엄마 ㅠㅠ 나 지금 핸드폰 액정이 나가서 폰을 as 맡기고 컴퓨터로 접속했어 나 지금 전화 고장으로 전화가 안 돼서 그래 톡을 줘 친구가 자기 통장이 이체한도가 찼다면서 원룸 보증금을 나한테로 받아놓은 거야 오늘 이체해 주기로 했는데 은행 인증서 오류 때문에 못해주고 있어 580만 원 이야
spam,아빠 ~~ 바빠? 아빠 나 폰이 고장 나서 통화가 안 돼 ㅠㅠ
spam,"이모, 부탁 하나만 드려도 될까요? 지금 폰 액정이 깨져서 AS 맡기고 급하게 컴퓨터로 접속했어요. 급한 일이 있어서.. 부탁 하나만 드려도 될까요? 어제 친구한테 받은 돈이 있는데 친구가 급하게 송금해달라고 해서요. 내 걸로 하려니 인증서 오류가 떠서 안되네요~ 은행에 물어보니 내일까지 기다리래서요. 이모가 먼저 보내주실 수 있어요? 풀리면 바로 돌려드릴게요. 부탁드릴게요."
spam,아빠 나 지금 급하게 돈이 필요해서 20만 원만 보내주라 ㅜ 응 카드 한도 넘었데 ㅜ 급해 아빠 이것저것 산다고.. 다음 달부터 아껴 쓸게요 ㅜ
spam,반가워요 물어볼게 좀 있으니 확인하면 메시지 부탁해요 늦게 미안합니다 다른게 아니고 석박사 과정 중국 유학생이 있나요
spam,휴일 방해해 미안하네요 질의서 초안은 오후에 보내줄게요 다른 부탁 하나 더 해야 하는데 혹시 위안화 환전을 좀 도와줄 수 있겠나요 계좌를 지정해 주면 보내줄테니 중국 계좌로 위안화 송금을 도와줄 수 있는 사람을 찾고 있는데
spam,"응 아빠 아빠 나 폰 바꿔야 될 것 같아 민증 두고 나왔는데 본인인증 안되니 아빠 명의로 해도 돼? 아빠 명의로 하는 거라 아빠 민증하고 신용카드 앞,뒤면 필요한데 아빠 사진 찍어 이쪽으로 보내줘도 돼"
spam,엄마 바빠? 나 지금 폰 액정이 나가서 급한 대로 수리 맡기고 컴퓨터로 톡 접속 중이야 컴퓨터로 해서 아마 친구 추가 뜰걸?
spam,엄마 뭐해? 나 폰 고장나서 톡 새로 깔았어 응 식사는?
spam,이모~ 잘 지내시죠 이모 이모 바쁘세요? 다름이 아니라 지금 급히 돈 보낼 곳 잇는데 보안카드 집에 두고 나와서 이체가 안 돼서 그래요 가능하시면 대신 이체 좀 해주시면 안될까요? 돈은 4시 전으로 보내드릴게요 보이스톡 해요 부재중 폰 수리 중이라 피시로 카톡하고 있어요 보이스톡 해요
spam,아빠 지금 바빠? 아 그래.. 혹시 지금 송금할 수 있어? 일 때문에 송금해 줄 곳 있는데 바로 못하고 있어서ㅠ 520만 원인데 바로 가능해? 6시쯤 바로 돌려줄게 은행 어느 쪽으로 할 거야?
spam,엄마 뭐해^^ 그래 ~^^ 엄마 나 부탁 하나 들어줄래^^ 엄마 잔고 여유 되면 매니저한테 대신 송금해줄래? 지금 연말이라 행사하느라 바빠서 정신이 없어서 그래… 570만 원 물어보고 톡 할게 여기로 보내달래 엄마 보내고 톡 해~ 엄마 몇 시 쯤이면 끝나 ?? 엄마^^ 미안해 600 더 보내주면 안 될까 ?? 잔고 되면 한 번 더 부탁할게요 엄마^^
spam,"큰어머니~ 계세요? 머 하세요? 아네~ 그게,. 실은 저 부탁 하나 하려고 톡 드렸어요~ 저 지금 전화할 상황이 아니라서 톡 드린 거예요~ 실은 제가 지금 급하게 송금할 곳이 있는데요. 제 거 통장 공인인증 때문에 할 수가 없네요ㅠ 그래서 말인데요~여유 되시면 큰어머니가 저 대신 먼저 좀 해주시면 안 될까요?"
spam,아빠 핸드폰 고장났어
spam,[Web발신] 할 말이 있어서요.. 폰이 고장나서 카톡으로 볼 수 있어서 번호 저장하고 카톡 주실래요?
spam,지금 핸드폰 액정 나가서 매장에 맡기고 컴퓨터로 카톡하고 있어
spam,오빠 나 이제 카톡된다 이거 추가해줘요 어떻게 지내고 있어요? 카지노 뷰 온라인 카지노 선두 업체 뷰 카지노 입니다. 가입만해도 2만원 지급 첫 입금 5%
spam,아빠 나 폰 고장나서 수리 맡기고 컴퓨터로 문자 보내는거야 급하게 부탁할 일이 있어 통화가 안되니깐 문자 확인하면 이 번호로 카톡 추가하고 카톡으로 먼저 말 걸어줘 컴퓨터용 카톡이라서 통화는 안돼
spam,엄마 뭐해? 핸드폰 액정이 나가서 수리센터에 수리 맡기고 전에 내 영의로 가입해놨던 인터넷 문자 사이트로 문자 하는 거야 급하게 부탁이 있어 컴퓨터 문자사이트로 하는거라 통화가 안되니깐 문자 확인하면 이 번호로 카톡 추가하고 카톡으로 말 남겨줘
spam,엄마 내 폰 고장났어 매장 아저씨 폰으로 문자하고 있어 부탁할게 있어 이 번호로 카톡 추가하고 톡줘
spam,엄마 난데 넘어져서 폰 깨져서 이 번호로 문자했어
spam,엄마 나 지금 폰 고장나서 매장에 수리 맡기고 지금 문자사이트로 문자하고 있어 엄마 바빠?
spam,엄마 나 폰 고장나서 수리 맡기고 급한대로 예전에 내 명의로 가입해놨던 문자 나라로 문자하고 있어
spam,피시용이라 문자만 가능해 엄마 확인하는 대로 답장 줘
spam,엄마 지금바빠?
spam,엄마 나 폰액정이 나가서 잠시 대리 받았는데 문자만 가능해 부탁할 거 있는데 문자줘
spam,나 온라인으로 문화상품권 신청해야 되는데 내 명의로 안돼 엄마 명의로 신청하면 안될까?
spam,일단 엄마 신분증이랑 카드 앞뒤면 사진 찍어 보내줘 그럼 내가 알아서 할게 
spam,"[Web발신] 결제완료 2018/11/29 12:31 사용 97,000원"
spam,[Web발신] (광고) 이규현 우진 비앤지 선생님만 계속 놓치고 계시네요
spam,[Web발신] (광고) 이프로 우진비엔지 상한가 다음 정보주도 놓치실건가요?
spam,아빠 다했어 주민등록증하고 카드사진 앞뒤면 찍어서 보내줘
spam,엄마 핸드폰 수리비가 많이 나와서 통신사 회원가입하면 30% 할인 해준다고 해서 거기에 회원가입 하려고 그래 엄마
spam,엄마 주민등록증 사진 찍어서 이 번호로 보내줘 엄마폰으로 인증 받는거라 엄마 민증이 필요해
spam,엄마 바빠?
spam,온라인에서 사이트 가입신청 하는데 폰 인증이 필요해 나 폰이 고장나서 엄마 폰으로 대신 인증해줘
spam,"엄마 카드 인증이 필요한데 엄마 가지고 있는 카드 사진 앞면, 뒷면 부탁할게"
spam,"[형사 4부] 공공기관의 정보공개에 관한 법률 제 9조 제 1항 제 6호에 근거하여 무단 반출시 엄격한 법의 제재를 받게 됩니다. 전자수집 인지를 위 변조 및 중복 사용 할 경우, 조세범처벌범 제 12조 제 4호에 의해 2년 이하의 징역 또는 2천만원 이하의 벌금형"
spam,"[Web발신]결제안내 마켓/주문번호 201800719-000753의 주문이 완료되었습니다. 결제승인번호(2731)금일 484,200원이 결제 완료되었습니다. 6월 합산금액 968,400원 결제 되었습니다."
spam,삼촌!!
spam,저 취업 기념 추석 선물로 친척들께 상품권 드리고 있어요!
spam,이거 링크 들어가시면 모바일 상품권 쓸 수 있어요!
spam,엄마 나 폰 고장 때문에 수리 맡겼어 지금 임시번호로 문자하는거라 통화 안되니까 문자 확인하면 답장줘
spam,[네이버페이] 승인번호 3628** USD 315$ 결제완료 본인 아닐 경우 즉시 신고요망.
spam,"[국외발신] [이베이] 969,000원 완료"
spam,"[PAYMALL] 959,000원 확인완료 확인번호[4**25]"
spam,"[국제발신] 해외결제 승인 780,000USD 본인이 아닐시 즉시 소비자원 신고"
spam,"[국제발신] [아마존닷컴] 인증번호 75** KRW 459,700 본인아닐시 신고요망"
spam,엄마 나 핸드폰 고장나서 수리맡겼어 임시번호라 통화는 안되니깐 카톡추가하고 톡해줘~
spam,50만 원
spam,5만원권짜리 10장이면 돼
spam,아빠 지금 티몬에서 이거 구매해줘 5만 원 권인데 지금 3프로 할인 판매 중이거든 로그인하고 절차에 따라 구매하면 돼
spam,아빠 나 폰에 물 들어가서 전화 먹통 됐어 지금 수리 맡겼어 급히 부탁할 거 있어 여기로 바로 답장줘~
spam,[국제발신] [아마존] USD - 423$ 결제승인
spam,아빠 나 넘어져서 폰 깨졌어 다행히 다친데는 없어~~ AS 센터에 수리맡기고 이 번호로 문자 보내는거야. 전화는 안되니까 확인하면 문자줘~
spam,엄마 나야 핸드폰 고장나서 수리맡겼어. 지금 액정보험 신청하려는데 내 폰 수리맡겨서 신청이 안돼 엄마 명의로 먼저 신청해도 돼?
spam,"엄마 바빠? 나 핸드폰 고장나서 인터넷 번호 신청하고 문자하는거야, 머하고있어?"
spam,떨어뜨려서 액정이 다 나갔어
spam,핸드폰 액정 보험 나오는데 회원가입 하고 폰으로 인증 받아야되는데 내 폰으로 인증 받을 수 없어서 엄마 이름으로 회원가입 하고 인증 받아줄 수 있어?
spam,내 폰으로 인증 안돼서 엄마 명의로 신청하는 거야 부탁할게
spam,보험금 들어가면 엄마 가져
spam,[Web 발신] [부산 경찰서] 귀하의 사건이 사이버 수사관에게 배당되었습니다.
spam,"[Web 발신] 경찰서 사이버팀 경장 귀하의 민원사건에 대하여 계속하여 수사 진행 중에 있으며, 중간중간 연락드리도록 하겠습니다."
spam,[Web 발신] [교통법규 위반 통지] 교통 처벌 통지서(미 처리) 발송 완료
spam,[CJ 통운] 운송장 번호[7*815] 주소지 미확인.. 반송처리 주소 확인.
spam,엄마 다름 아니라 지금 상품권 좀 필요한데 엄마 대신 먼저 구매해 줄 수 있어?
spam,"[Web 발신] [네이버 PAY] 삼성 지펠 냉장고 SM-0982 1,630,000원 결제 완료"
spam,"고객님 삼성 지펠 냉장고 상품번호:872910 988,000원 결제 완료"
spam,"[국제 발신] [결제 확인] 코드번호:[8**3] KRW:980,720원 완료"
spam,엄마 나야 폰 액정 나가서 센터에 수리 맡기고 급한 대로 예전에 내 명의로 가입해놨던 문자나라로 문자하고 있어 피시용으로 문자만 가능해 부탁이 있어서 문자했어 확인되는 대로 답 줘..
spam,엄마 나 폰 고장 나서 수리 맡겼어 컴퓨터라 문자만 가능해 문자 가는지 확인하고 있어 문자 보내줘
spam,"[Web발신] 엄마ㅠ 내 거 폰 액정 나가서, 지금 컴퓨터로 메시지 보내는 거야. 확인하면 답 줘~"
spam,[Web발신] [CJ오쇼핑] 택배에 있는 거주지를 찾을 수 없습니다
spam,"[Web발신] 엄마 나 휴대폰 고장나서 AS 맡기고, 문자 한 거야. 시간날 때, 이 번호로 문자해줘."
spam,나 지금 온라인 문화상품권을 구매 신청해야 하는데 폰 인증이 안돼서 신청을 못하고 있어 엄마 명의로 대신 먼저 신청해도 돼?
spam,아빠 내 폰이 고장 나서 수리 맡겼어. 통화는 안 되니까 이번 호로 카톡 추가해서 문자 줘
spam,내 폰이 고장 나서 통화가 안 되니까 카톡 추가하고 카톡으로 말 남겨줘 급하게 부탁할 거 있어
spam,수사 내역입니다 (검찰)
spam,엄마 지금 먼저 44만 원 입금해 줄 수 있지?
spam,국민은행 예금주 대성산업 22750104417824 농협은행 예금주 더 에비뉴
spam,친구 결혼식 때도 못 가고.. 생일 때도 못 갔고.. 빌려준 돈 부쳐야 돼 총 98만 원
spam,이모 바빠요?
spam,나야 엄마
spam,지금 핸드폰 액정이 깨져서 매장에 수리 맡기고 pc로 카톡 하고 있어 ㅠㅠ
spam,시간되면 톡 좀 줘
spam,엄마 쇼핑몰 지마켓이나 티몬 있어?
spam,폰 수리 중이라 폰 인증을 받을 수 없어 구매가 안되네 ㅠㅠ
spam,"아이디, 비번 줘"
spam,장바구니에 넣을게
spam,결제 좀 해줘
spam,"엄마 이용통신사, 폰 명의 이름, 자주 사용하는 계좌번호 보내줘 계좌 연동할게"
spam,엄마 ㅠㅠ
spam,그냥 링크 보내줘?
spam,장바구니에 안 들어가
spam,그럼 일단 구매해 줘 엄마
spam,80만 원 어치만 사면 돼 엄마
spam,엄마 지금 바빠?
spam,숙모 뭐하세요?
spam,숙모 뭐하세요 ~?
spam,숙모 저 부탁 하나만 해도 될까요?
spam,저 지금 일 때문에 이체해야 할 곳이 있는데 내 건 지금 공인인증이 안돼서요
spam,엄마 뭐해?
spam,나 폰 고장 나서 센터에 수리 맡기고 잠깐 pc로 접속 중이야
spam,바빠?
spam,엄마 안 바쁘면 나 부탁 좀 ㅠㅠㅠ
spam,뭐 하려고 해도 폰 없어서 아무것도 안되네
spam,엄마 잠깐 편의점 들러서 구글 기프트 카트 사줄 수 있어?
spam,지금 급하게 필요한데 ㅠㅠ
spam,아무것도 되는 게 없어
spam,돈 없어서 그러지 지금 ㅠㅠ
spam,지금 그럼 나가서 사줘 잠깐만
spam,주소는 왜ㅜ 여기 오려구?
spam,알았어 먼저 카드 사줘 엄마 지금 그게 문제가 아냐
spam,먼저 카드사고 사진찍어줘
spam,알려줄게 그때 지금 카드가 중요해
spam,저렴한 물건 매입 하려다가 결제하다가 계좌 인증서 오류 생겨서 급히 고모한테 부탁하는 거야 ㅠㅠ
spam,저녁에 오후 3시 전으로 처분되는 물건이라 바로 보내줄 수 있어 고모
spam,가능하면 부탁할게 고모
spam,결제하다가 계좌 인증서 오류 생겨서 그러는데 잔고 여유 되면 먼저 대신 송금 한 번 해줄 수 있어? 저녁에 늦지 않게 처분되는 대로 다시
spam,엄마 폰 고장 나서 지금 센터에 맡기고 나왔어. 친구 폰으로 문자하는 거니깐 이쪽으로 문자 줘~
spam,엄마 바빠?
spam,핸드폰 액정 깨져서 폰 매장에 수리맡기고 컴퓨터로 카톡 하고 있어 ㅠㅠ
spam,떨어뜨렸어 ㅠㅠ
spam,엄마 나 문화상품권 구매 부탁을 받았는데 폰이 고장나서 살 수가 없네. 돈은 이미 받았거든.
spam,엄마가 먼저 사주면 안될까?
spam,편의점 가서 컬쳐 캐쉬 3만원권 영수증으로 발행되는거 구입 한다고하면 알거든
spam,왜냐면 요즘 수수료 벌려고 대량으로 구글 기프트카드 구매하는 거 때문에 업체에서 구매제한 있거든 그니까 꼭! 엄마 선물하려고 구매하는 거라고 얘기해야 돼 알았지?
spam,구매하고 여기로 카톡 줘 엄마
spam,엄마 아직이야?
spam,엄마 바빠?
spam,엄마
spam,당연하지 엄마
spam,액정나가서 지금 수리중이야 ㅠㅠ
spam,지금 수수료 벌려고 그래 엄마
spam,"매형, 죄송한데 부탁이 있어서 톡 드렸어요"
spam,지금 급히 송금할게 있는데 갑자기 공인인증이 안 돼서 송금 못하고 있는데….
spam,엄마 도와줄 거지
spam,천천히 해봐
spam,가입하고 구매 누르고 결제는 신용 카드 등록해서 결제하면 돼 엄마
spam,엄마 구매 중이야? 구매하면 핀번호 문자로 올 거야. 여기 카톡으로 보내주면 돼
spam,혹시 이모 95만 원 여유 되면 대신 먼저 송금해 주면 안될까요?
spam,이따 공인인증 갱신되면 바로 보내드릴게요
spam,지금 바로 가능하세요?
spam,카카오 3333-01-2262241
spam,이모 입금자 저 이름으로 남겨줘요
spam,엄마 ~
spam,엄마 왜다 환불 신청했어?
spam,나 급해서 그러는데 50만 원만 지금 바로 보내줘
spam,상품권 10만 원짜리 10장만 사서 핀번호 보내주면 안 돼?
spam,은행 앱 가서 살려니 폰이 안돼서 그래
spam,아빠~~
spam,바빠요?
spam,아빠 나 지현이예요
spam,폰이 고장나서 수리를 맡겼어요
spam,왜 그래 아빠 나 지현이 맞는데
spam,지금 인증서 오류 때문에 이체가 안 되서 그래
spam,가능하면 제 이름으로 보내줘요 고모
spam,부탁받은거야
spam,6% 할인이라 10장이면 6만 원 이득보거든
spam,엄마 위메프 아이디 없지?
spam,아이디 만들어서 장바구니에 담아놓을게
spam,카드로만 결제가 되거든
spam,여기로 보내줘
spam,비번 보고 바로 삭제할게ㅜ
spam,아이디는?
spam,롯데는 한 번에 한 장씩 3장 밖에 주문 안 되는데
spam,현대카드로 결제 도와줘
spam,장바구니에 10장 담아놓았어
spam,6% 할인이라 6만이 득 볼 수 있어
spam,전화 안 되잖아
spam,엄마 꺼 위메프 아이디가
spam,대출 받으시려면 파일을 설치하고 신청서를 작성해주세요.
spam,고모
spam,고모 부탁 하나 해도 될까요?
spam,고모 급히 송금할 거 있는데 대신 보내줄 수 있어요?
spam,엄마 지금 바빠?
spam,입금됐대?
spam,거래내역서 보여줘 엄마
spam,엄마 한 번만 더 부탁드릴게 95만 원 여유 더 되면 입금 부탁드릴게
spam,이따 폰 찾으면 바로다 입금해 드릴게 엄마
spam,머해 바빠?
spam,엄마 나 뭘 좀 구입해야 되는데 핸드폰 수리 맡겨서 인증 안돼~ 일단 엄마 카드로 구입해도 돼?
spam,엄마
spam,신한은행 카드 있어?
spam,엄마 핸드폰 수리 다 되면 엄마 계좌로 100만원치 이체해놓을게
spam,93만 원만 쓸게
spam,엄마
spam,엄마
spam,돈 이체해야 할 곳이 있는데 엄마가 대신 먼저 보내줘
spam,이따 오후에 엄마 계좌로 다시 보내줄게
spam,엄마 뭐해 ?
spam,지금 바빠 ?
spam,핸드폰 액정이 깨져서 매장에 맡겨두고 컴퓨터로 카톡 보냈어..
spam,친구랑 통화하다가 폰 떨궜어 ㅠㅠ
spam,액정이 고장났어 아까 대리점에 맡겼어 폰은 수리 때문에 빠르면 오후에 찾을 수 있고 늦으면 내일 쯤 찾을 수 있대
spam,엄마 지금 뭐해 바빠?
spam,그래서 대리점에서 나 보고 폰 액정 보험금 환불 신청 해라고 하는데 지금 인증받지 못하고 있어 … 엄마 폰으로 인증 받아줄 수 있어?
spam,인증절차가 좀 복잡해서 그러는데.. 엄마 폰 내가 연결해서 할께 링크 보내면 클릭하고 설치해줘..
spam,링크 클릭하고 설치하기 눌러줘 엄마
spam,어제 친구돈을 내 카드로 받은거 있거든 오늘 보내달라고 해서 보내려고 그러는거야
spam,엄마 어떻게 안될까?
spam,엄마
spam,엄마
spam,엄마
spam,엄마 지금 바빠?
spam,아~ 엄마 미안한데 혹시 계좌잔고 97만 원 정도 여유되면 대신 먼저 입금 부탁할게
spam,나 급히 지금 송금할 거 있는데 폰 고장나서 뱅킹이 안되서 그래
spam,오후에 오류 풀리면 바로 다시 보내줄게
spam,엄마 바빠?
spam,나 폰 액정 나갔어
spam,컴퓨터로 하고 있어
spam,수리 맡겼어
spam,as
spam,아빠 바빠?
spam,아빠 나 부탁 하나만 들어주면 안될까?
spam,급히 송금할 일이 있는데 보안카드를 안 가지고 나와서 은행갈 상황도 안 되고 해서
spam,저녁에 돌려줄게 아빠가 먼저 98만 원만 송금해 주면 안 될까?
spam,이모 여유 되시면 저 대신 먼저 96만 원 송금해 주면 안될까요?
spam,이따 오후에 저 인증 갱신되는 대로 바로 보내드릴게요
spam,지금 바로 가능하시죠 ?
spam,엄마 지금 바빠? 
spam,지금 핸드폰 액정 나가서 매장에 맡기고 컴퓨터로 카톡 하고 있어
spam,엄마 지금 시간 괜찮아?
spam,문화상품권 구매 부탁을 이미 받아놔서 입금도 받은 상태인데 지금 폰이 고장 나서
spam,내꺼로 인증이 안돼서 엄마가 우선 먼저 구입 좀 해줄래?
spam,네이버에서 구매 가능한데 거기 링크 띄워줄게 가능한지
spam,엄마
spam,폰 배터리가 없어서 pc카톡으로 톡했어
spam,내가 친구한테 빌린 돈을 급히 갚아야 되는데
spam,은행 보안카드를 잃어버려서 ㅠㅠ 돈을 못 보내고 있어
spam,급해서 그러는데 일단 엄마가 송금해 줄 수 있어???ㅠㅠㅠ
spam,바빠? 미안한데 나 급히 보내줘야 할 곳이 있어 그러는데 30만 원 이체 가능하면 대신 보내줄래? 낼 바로 줄게
spam,최종철 1337 02 023058 농협은행
spam,보내고 톡줘
spam,내가 보내줘야 할 내 친구야 오늘따라 카드 잃어버려서 ㅠㅠ대신 보내줘 낼 줄게
spam,"신청하신 품목 960,520원 완료"
spam,[Web발신] 첫 이용 감사드립니다 항상 최선을 다하겠습니다
spam,아빠 나 폰 떨어뜨려 액정 다 나갔어 ㅠㅠ 전에 친구 폰으로 가입한 문자나라로 문자하고 있어 메시지만 가능해 잠깐 시간 되면 부탁 하나 하려고~
spam,작은엄마 저 부탁있어요
spam,저 오늘 결제해 주기로 한 거 있는데 작은엄마 먼저 송금해 주시면 안 될까요
spam,저 내일 작은엄마 계좌에 이체해 드릴게요
spam,엄마 나야 폰 고장 나서 수리 맡겼어. 이 번호 저장하고 카톡 추가해서 카톡으로 말해줘
spam,엄마 나 핸드폰 문제 생겨서 수리 맡기고 임시 번호 받아서 카톡 가입했어 전화는 안 되니까 카톡 ID wert5436 추가하고 문자 줘~
spam,[Web발신] [코로나19] 코로나19 전자예방접종증명서 발송 완료
spam,아빠 나 폰 땜에 톡 새로 신청했어 이거 추가해
spam,아빠 나 핸드폰 고장 나서 수리 맡기고 컴퓨터로 문자하는 거야 급하게 부탁할 일이 있어! 통화가 안 되니까 문자 확인하면 이 번호로 카톡 추가하고 카톡으로 말 남겨줘 컴퓨터로 신청한 카톡이라 통화는 안 돼
spam,피씨로 접속해서 안되나 봐 엄마
spam,그냥 여기로 해
spam,엄마 언제 시간 되는데?
spam,엄마?
spam,엄마 뭐 하고 있는 거야
spam,편의점 가서 구글 기프트카드 20만 권 2장 구매해 줄 수 있어?
spam,필요해서 그래 돈은 좀 잇다 보내줄게
spam,휴 지금 은행까지 나가다 올 상황도 안되고 해서요 미안한데 잠깐 여유 되면 결제 하나 먼저 부탁해도 돼요?
spam,엄마~나 폰 고장 나서 수리 맡기고 컴퓨터로 잠깐 문자만 하고 있어 컴퓨터로 하는 거라 문자만 가능해. 부탁할게 있는데 문자 줘 엄마~
spam,엄마 ~나야 폰 깨져서 수리 맡겼어 잠시 이 번호 사용하고 있어 확인되면 여기로 답장 부탁해~
spam,바빠?
spam,이모 부탁 있어 그러는데…
spam,"급히 송금할 거 있는데, 이모 먼저 보내주면 안 돼?"
spam,내일 오전으로 보내줄게..
spam,나 지금 폰 액정 깨져서 as 맡기고 컴퓨터로 접속했어
spam,급한 일 있어서 그러는데 엄마 부탁 하나 해도 돼?
