"index	문자내용",,,
"ham	1차적으로 해결 안해주는",,,
"ham	편의점은 단골빼주고 이런것두 읍쒀여",,,
"ham	마트.장볼때 왠만한거 사오고 왠만하면 안가려구여 ㅋ",,,
"ham	삼립이 잘못하고잇음",,,
"ham	쟤 그러면서 광고때리고잇잖아요 지금",,,
"ham	그닝가요 이걸 역이용 하는 느낌",,,
"ham	솔직히 맘같아선 단골분가 원하시면 빼드리고싶지만",,,
"ham	죄송하도 최선을 다하겠다 하면서",,,
"ham	일부러 갯수 안늘리는거 같고",,,
"ham	그럼 또 그거 기다리는 다른분는 무슨 피핸가여ㅠㅠ",,,
"ham	공감여",,,
"ham	글츄",,,
"ham	기업이 손해봐서야 안되겟지만 되팔이를 해결해줘야 물량이 좀 풀리지",,,
"ham	이건 뭐 빵만 삿다하면 되팔이로 돈버니까",,,
"ham	일브러 차.오는 시간 가서 애써 기다리는.분",,,
"ham	외면 못하쥬",,,
"ham	다 한시간전부터 편의점 앞에서 죽치고 이러는데..",,,
"ham	어떻게 빼드리나유ㅠㅜ",,,
"ham	물량 빼돌리는 매장 태반임",,,
"ham	우리동넨 당당하당게요",,,
"ham	알바가 못해도 이틀에 한번꼴로",,,
"ham	저녁시간에 전화와요ㅠㅠㅋㅋ?ㅋ?ㅋ?ㅋ?ㅋ?ㅋ?",,,
"ham	내가 그걸 서울에서 온다고 줘야하냔식ㅋㅋ",,,
"ham	근데 그건 삼립뿐만 아니라",,,
"ham	오늘은 초딩가 기다리네요..",,,
"ham	근데.그 얘길 돌려하는 늨김 ㅋ",,,
"ham	스벅도 그렇게 마케팅해서..",,,
"ham	오늘은 사람가 싸워요ㅠㅠ이러고",,,
"ham	편의점 알바애도 불쌍",,,
"ham	https://news.mt.co.kr/mtview.php?no=2022040410571033147",,,
"ham	주인이 시키는데로 하는거 뿐일텐디",,,
"ham	실제 상황임 이거 ㅋㅋㅋㅋ",,,
"ham	저는 저러케까지는 못...",,,
"ham	샤넬도 저러고 있고",,,
"ham	우리 알바는 일생기면 바로 전화하라해둬서",,,
"ham	이제 샤테크 잠잠해져서 ㅋㅋ",,,
"ham	미리 다모아서 진짜 다행이긴한데",,,
"ham	; 전 저번에 제가 기다리고잇엇는데",,,
"ham	전화 자주 오는데 알바한테 직접적으로",,,
"ham	피해주고 이러면",,,
"ham	그냥 내보내라고 해여",,,
"ham	오우 오픈런인가요ㅋㅋ 대박입니다",,,
"ham	뭐라 해야죠...",,,
"ham	이모는 한번이라도 발견해 살 수 잇다면 너에게 주겟지만 일부러 찾아다니는 행동은 안할거야",,,
"ham	그래서 여기 예약되여? 햇더니",,,
"ham	안판다하라거 나가라해요",,,
"ham	너도 스스로 노력해서 얻어야 더 값어치가 잇는거야",,,
"ham	그럼 내가 먼저 기다렷는데 왜 저아줌마주냐니까",,,
"ham	라고ㅜ햇쥬",,,
"ham	ㅇ ㅙ 지한테 그러냐고",,,
"ham	헐..",,,
"ham	ㅡㅡ ;; 아니 지가 그아줌마줘놓곸ㅋㅋㅋㅋ",,,
"ham	지가 예약해주니까 지한테 그러짘ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",,,
"ham	는 그래서 인당 1개..",,,
"ham	ㅋㅋㅋㅋㅋㅋㅋㅋ어이없어서 진짜 ㅋㅋㅋㅋ",,,
"ham	여기도",,,
"ham	예외 읍씀요",,,
"ham	빵사려는 분 많네요 진짜...",,,
"ham	대단하네요 정말...",,,
"ham	ㅎㅎ",,,
"ham	저는 아무 생각업다",,,
"ham	저두 먼저가서 기다려두 ㅜㅜ 사람 만ㄹ으면 그냥 한개 어오는데 ㅡㅡ",,,
"ham	어제 연락받고",,,
"ham	애 교육만 죽어라 시켯네요 ㅋㅌ",,,
"ham	혹시 그때",,,
"ham	그아줌마가 참 ;;",,,
"ham	달리다 잡힌분 아닌가여 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",,,
"ham	마자옄ㅋㅋㅋ",,,
"ham	ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",,,
"ham	꼰대 이모 대뿜ㅋㅋ",,,
"ham	ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",,,
"ham	에쓍 ㅜㅜ전왜이럴까욬ㅋㅋㅋㅋ",,,
"ham	닉은 기억이 안나는데 억울해 보이시는게 왠지 딱 그분인거같아섴ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",,,
"ham	달리다 잡힌분?",,,
"ham	진짜 어이없넼ㅋㅋㅋㅋㅋㅋㅋㅋ",,,
"ham	이 모에여?",,,
"ham	오픈런 하다가",,,
"ham	오픈런할때 달리다가",,,
"ham	다른남자 손님한테 잡혓대요",,,
"ham	ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",,,
"ham	어떤 남자가 저 잡앗어여 새치기하지말라도",,,
"ham	헉",,,
"ham	근데 지는 일행 먼저 뛰어가서",,,
"ham	앜ㅋ?ㅋ?ㅋ?ㅋ?ㅋ?ㅋ? 이분이셨구나",,,
"ham	이모티콘",,,
"ham	사곸ㅋㅋ열받아 ㅜㅜ",,,
"ham	일행 먼저 사게해주려고 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",,,
"ham	작전이네",,,
"ham	어흍",,,
"ham	우씨!! ㅜㅜ",,,
"ham	포켓몬 빵 에 두개 남았는데",,,
"ham	아니 근데",,,
"ham	여기도",,,
"ham	유통기한 낼이면",,,
"ham	ㅋㅋ",,,
"ham	이틀 지나는데",,,
"ham	먹어도 안죽겠쥬..? ㅋㅋ?ㅋ?ㅋ?ㅋ?ㅋ?ㅋ?",,,
"ham	이윤 남기려고 빵 사는분 잇죠?",,,
"ham	안죽어요",,,
"ham	어제는 30분 기다려서  어가는데",,,
"ham	아니면 아이때문인가요",,,
"ham	본인 수는 많이 없어보이고",,,
"ham	상온에 둬서 ㅋ?ㅋ?ㅋ?ㅋ?ㅋ?ㅋ? 신경쓰여욬ㅋㅋ",,,
"ham	전 수요!!!ㅋㅋㅋㅋ",,,
"ham	저는 조카 ㅠ",,,
"ham	아진짜요?",,,
"ham	그쵸",,,
"ham	띠부씰북 되가지고짐짜",,,
"ham	http://www.11st.co.kr/products/1823633703/share",,,
"ham	너무좋아여",,,
"ham	잔소리ㅜ해놓고 맘약해져서",,,
"ham	한개라도",,,
"ham	오호 .?.?",,,
"ham	쥬고싶어서",,,
"ham	뜯어서 넣어둘거에여",,,
"ham	ㅠㅠ",,,
"ham	이모티콘",,,
"ham	애가 이거 그리 좋아하나요?",,,
"ham	이모는 웁니댜 ㅠ",,,
"ham	스티커 훼손될까바 뜯지도못하구잇억는뎅 흑흑",,,
"ham	포켓몬도 뭔지 모를 애이...",,,
"ham	애기도ㅜ아녀유",,,
"ham	저는 그냥 맛있어서 먹어욬ㅋㅋ?ㅋ?ㅋ?ㅋ?ㅋ?ㅋ?",,,
"ham	내 조카는 중딩이어요",,,
"ham	ㅋㅋㅋ",,,
"ham	스티커는 관심 읍구…",,,
"ham	학업스트레스 푸신답니더",,,
"ham	파이리빵 맛있…ㅋㅋ??",,,
"ham	이모닮아서 머ㅜ사는거ㅜ참 조아해ㅜㅠ",,,
"ham	1.스티커 2.빵 3.돈 4.아이 이정도구낭...",,,
"ham	10.900원 무배",,,
"ham	워",,,
"ham	350짜리 24개가 마넌이네...",,,
"ham	저거 탄산이에요?",,,
"ham	어흌",,,
"ham	수박바맛나영!",,,
"ham	어읔",,,
"ham	그렇군용",,,
"ham	14.950원 ",,,
"ham	그냥 몇일 노력하는 척 하구",,,
"ham	용돈이나 주고 말아야지 ㅡㅡㅋ",,,
"ham	내 심신에 옳지않아 ㅡㅡㅋ",,,
"ham	지금 동네엔",,,
"ham	제가 거의 신급 취급받음 ㅋㅋㅋㅋ",,,
"ham	엌ㅋㅋㅋ",,,
"ham	앜ㅋㅋㅋㅋㅋ",,,
"ham	포켓몬빵 700개 나눔해서 ㅋㅋㅋㅋㅋㅋ",,,
"ham	앜ㅋㅋㅋ",,,
"ham	초기에도 빵구하기 이렇게 어려웠는줄알더라구요 ㅋㅋㅋㅋ",,,
"ham	근데 진짜 그럴거 갘아여 ㅋㅋ",,,
"ham	그분는 모르시니까요",,,
"ham	거의 애가 졸라서",,,
"ham	구하러 다니신다고...",,,
"ham	맞죠 ",,,
"ham	근데 진짜 페라이트님????",,,
"ham	모르져 저는 보고도 그냥 지나친 빵",,,
"ham	저 동네지역 카페",,,
"ham	11.880원",,,
"ham	댓글1000개?",,,
"ham	게시글 300개 이상",,,
"ham	심지어 옛적에 아침 데이 근무라 출근하다 한번 사 먹고 ",,,
"ham	되야 vip등급되는데",,,
"ham	그 후로 한번도 안사먹어본 빵",,,
"ham	ㅋㅋㅋ",,,
"ham	운영자가 등급업해줬더라구요 vip로 ㅋㅋㅋㅋㅋㅋㅋㅋ",,,
"ham	왜해줬지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",,,
"ham	헉ㅋㅋㅋ",,,
"ham	포켓몬빵의 승리? ㅋㅋ",,,
"ham	몰라요 ㅋㅋㅋㅋㅋㅋ",,,
"ham	어느순간 보니 ㅋㅋㅋ",,,
"ham	ㅋㅋㅋ",,,
"ham	아웃곀ㅋㅋ",,,
"ham	그 등급 거의없는데 ㅋㅋㅋㅋㅋ",,,
"ham	웃겨요 ㅋㅋ",,,
"ham	빵 계속 나눔하니 무슨 자원봉사 그런건줄아랏나봐요 ㅋㅋㅋㅋㅋ",,,
"ham	속상햇던 스트레스 다 풀렷어요",,,
"ham	페라이트님 ㅋㅋ",,,
"ham	고마어요 페라님",,,
"ham	ㅋㅋㅋ",,,
"ham	네 힘내세요",,,
"ham	ㅋㅋ 네넹ㅋㅋ",,,
"ham	저보다 포빵에 진심인사람 없으니",,,
"ham	전 빵맛 좀..",,,
"ham	인정ㅋ",,,
"ham	1명이라도",,,
"ham	저오늘 당근에 가애빵2개만 구하신다는데7천원을 올리셨길래ㅠ",,,
"ham	맛있다길래",,,
"ham	이 사태 해결하기 위해 노력해볼게요",,,
"ham	ㅠㅠ",,,
"ham	진짜 안됏다 ㅠㅠ",,,
"ham	1500원에2개줬어요ㅠ치즈빵파이리빵",,,
"ham	와",,,
"ham	좋은일하셨어요!!",,,
"ham	착하시다",,,
"ham	아니",,,
"ham	굳굳",,,
"ham	으왕",,,
"ham	착하셔",,,
"ham	요새 3천원도 없어요 ㅋㅋㅋㅋ",,,
"ham	근데6천원을 입금하셨길래",,,
"ham	산돈 받은거니 착하신거",,,
"ham	많다그랬더니요",,,
"ham	2개더사가셨어요ㅋㅋㅋ",,,
"ham	그분은 고맙겟죠....",,,
"ham	앜ㅋㅋ",,,
"ham	글쵸",,,
"ham	사실",,,
"ham	저도 근데 딸래미 잇는데 애가 보챌나이는 아니라서",,,
"ham	애가 보채면",,,
"ham	ㅋㅋㅋ",,,
"ham	그렇게까지 하면서 해줘야하나요?",,,
"ham	저는인터넷으로택비보태서사는거라ㅜ",,,
"ham	안해주며 안되요?",,,
"ham	2개만줄생각이었는데",,,
"ham	그게",,,
"ham	못구한다고",,,
"ham	참 마음이 머라고 해 놓고도",,,
"ham	그럼 풀 죽나요?",,,
"ham	급4개로바뀐... 완전손해ㅋㅋ",,,
"ham	또 쟤가 원하니까",,,
"ham	하고",,,
"ham	ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",,,
"ham	http://mobile.tmon.co.kr/deals/10422710334",,,
"ham	사진",,,
"ham	이건 좀 선넘엇.....는거아닌가싶엇겟네요 ㅋㅋㅋ",,,
"ham	@초록빛이슬 ",,,
"ham	ㅋㅋㅋ적자났습니다ㅋㅋ",,,
"ham	ㅋㅋㅋㅋㅋㅋㅋ",,,
"ham	어터켘ㅋㅋㅋ",,,
"ham	나는 조카인데도 이런데",,,
"ham	심심할때 공장 한번가볼게요",,,
"ham	안전빵인지 가보고 말씀드릴게요",,,
"ham	아!!저 비밀이지만..스토어 사장님과 안면?까지는 아니고 텄습니다ㅋㅋ",,,
"ham	면 또 맘이 안그럴거같아요",,,
"ham	화원가까우신분는",,,
"ham	좋으시겟네요 ㅠㅠ",,,
"ham	ㅎㅎㅎ",,,
"ham	친해졌어요ㅋㅋㅋ",,,
"ham	좋으다요 ㅋㅋ",,,
"ham	사건1개발생해서ㅋㅋ덕분에 든든합니다ㅋ",,,
"ham	ㅋㅋㅋ",,,
"ham	근데 어떤분이 3천원에 당근글 올리신거 봣억는데",,,
"ham	몰래빼주진않으시지만요..ㅋㅋ",,,
"ham	ㅡㅡ 그마저도 사가거 되팔이하나보더라구여",,,
"ham	어던사건일가여?",,,
"ham	그럼 의미없죠",,,
"ham	잘못왔어요빵이ㅎ",,,
"ham	되팔이껄 사서 또 되팔이라니...",,,
"ham	그렇게 부자 되시라고 하쥬 머",,,
"ham	또 글올리셨는데",,,
"ham	ㅋㅋㄴ",,,
"ham	근데 여러분....되팔이껀 사지마세요",,,
"ham	그런건신고하셔요ㅋ",,,
"ham	ㅋㅋㅋ",,,
"ham	빵이목적이면 모르겟는데 요새 되팔이 빵안에 스티커 다 확인하고 팝니다",,,
"ham	이미 두명이 바로 사서 글 다시 올렷다며 먹을사람만사래여",,,
"ham	지도 되팔이몀서..",,,
"ham	푸핳",,,
"ham	ㅋㅋㅋ",,,
"ham	저도 저렴히 빵사간사람이 또 그럴까봐 낙서해서줄까 고민도해봤어요",,,
"ham	뮤 뮤츠는 당연히 없다고 봐야되고 기분나쁘니 그런빵 사지마요...ㅠㅠ 언젠간 풀려요 이거",,,
"ham	뉴스도 나오고 사회적문제가 되면 풀리게 되잇음",,,
"ham	요샌 씰모으는사람이 대부분이라 빵만 사고싶은분은 없도라구요ㅋㅋ",,,
"ham	그래서 빵 저 혼자 다 먹을고에요",,,
"ham	삼립이 선넘고잇음 지금......",,,
"ham	사진",,,
"ham	이거다내꺼...ㅎㅎ",,,
"ham	우와",,,
"ham	와우",,,
"ham	ㅋㅋ",,,
"ham	일일3봉...ㅋㅋ",,,
"ham	우와 저 요고 사고싶은데 살수가없네유ㅋㅋ",,,
"ham	사진",,,
"ham	이거 다 제꺼",,,
"ham	ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",,,
"ham	ㅋㅋㅋㅋ",,,
"ham	ㅋㅋ ㅋㅋ넘사벽..ㅋ",,,
"ham	고수님 ㅋㅋㅋ",,,
"ham	????",,,
"ham	우아대박!!!",,,
"ham	300개 시켰을때에요",,,
"ham	 어디신가요? ㅋㅋ",,,
"ham	같은지역이면양도할만한데ㅋㅋ",,,
"ham	와우",,,
"ham	대신 1750원에 ㅋㅋㅋㅋ",,,
"ham	우아....우아..ㅋㅋㅋ",,,
"ham	나눔받게 ㅋㅋ",,,
"ham	감탄사밖에 안나와융",,,
"ham	온라인인데 1750원에 삿엇어요 ㅋㅋㅋ",,,
"ham	이미 끝ㅋㅋㅋ",,,
"ham	네 이미끝 ㅋㅋㅋ",,,
"ham	오늘 그 11시에 하는거",,,
"ham	어!!!저 그 사이트아라여",,,
"ham	네 거기에요",,,
"ham	W뭐시기아니에요? ㅋㅋ",,,
"ham	알쥬",,,
"ham	ㅋㅋㅋ 접속도 안대든디..ㅜ ㅜ",,,
"ham	w로 시작하는",,,
"ham	맞아욬ㅋㅋㅋㅋㅋ",,,
"ham	ㅋㅋㅋㅋ",,,
"ham	끝난거 ㅋㅋㄱ",,,
"ham	이제 안판다던데요",,,
"ham	계획도없다더라고요",,,
"ham	요새변태같이팔더만요ㅋㅋ",,,
"ham	300개…;;;",,,
"ham	배송이 이틀만에 오던데",,,
"ham	ㅋㅋㅋ",,,
"ham	인질삼아",,,
"ham	네 묶어서팔고",,,
"ham	인질극ㅋㅋㅋ",,,
"ham	악 ㅋㅋㅋㄱ",,,
"ham	변태같이",,,
"ham	진짜 이해가 안간다 왜이렇게 사람가 난리인지 ㅋㅋㅋㅋㅋ",,,
"ham	인질극 최고봉은",,,
"ham	왜 되팔이가 생겨도 사가는지",,,
"ham	친해진스토어팜사장님도 힘어서못팔겠대요",,,
"ham	이게 다 광고때문이죠?",,,
"ham	뻥튀깈ㅋㅋㅋ",,,
"ham	그 유튜버",,,
"ham	허X",,,
"ham	감XX",,,
"ham	그 후에 폭발적",,,
"ham	허X가 는구죠?",,,
"ham	400만다되가나?",,,
"ham	혹시 x스트?",,,
"ham	그유튜버잇어요",,,
"ham	감xx가 누구죠?",,,
"ham	잼민이 많이보는",,,
"ham	감X트",,,
"ham	허는 누군지 도저히 감이..",,,
"ham	ㅋㅋㅋ",,,
"ham	300만넘죠?",,,
"ham	걔 광고때문에 완전 대박낫음",,,
"ham	사진",,,
"ham	감은 알긋네 ㅋㅋ",,,
"ham	방금뽑았어요(♥)",,,
"ham	나만 모르네 ㅋㅋ",,,
"ham	귀욥네여 ㅋㅋ",,,
"ham	아무튼 한번 찾아봐바요 그영상 ㅋㅋㅋㅋ",,,
"ham	자 바바요",,,
"ham	앉은파이리3장연속나오고 서있는파이리 두장나오고 .. 그이후로 슈륙챙이 세개연속ㅋㅋㅋ",,,
"ham	좌절...",,,
"ham	감xx",,,
"ham	ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",,,
"ham	11.900원 무배",,,
"ham	ㅋㅋㅋ",,,
"ham	허×",,,
"ham	ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",,,
"ham	ㅋㅋㅋ",,,
"ham	@달봄이팬클럽 봣슈? ㅋㅋ",,,
"ham	ㅋㅋㅋㅋ",,,
"ham	https://n.news.naver.com/article/003/0011102493",,,
"ham	구독??",,,
"ham	폰을 그럼 계속 바꿀수잇는건가 ㅋㅋㅋ",,,
"ham	통신비+4만원하면...",,,
"ham	그래도파이리가5장이네요ㅠ감동이다",,,
"ham	ㅜㅜㅜ 동네는 교환도 넘 힘어여;;;",,,
"ham	순 되팔램밖에 없는거같아여",,,
"ham	동네도 다 파는 사람 뿐이라 교환글 올려도 소식없고..",,,
"ham	이분 참 친절하셔 ㅋㅋㅋ",,,
"ham	그나마 바꾼이는 나쁜멍멍이짓하고..ㅠㅜ 다 꾸겨진 거 주고가셨어요ㅋㅋ",,,
"ham	포스모라고 검색해보세요 거기가 좋아용",,,
"ham	https://m.smartstore.naver.com/mongddang8/products/6503916572",,,
"ham	피크닉돗자리 추천드려요~~",,,
"ham	무배!!",,,
"ham	환영합니다???? ",,,
"ham	환영합니다???? ",,,
"ham	안녕하세용",,,
"ham	29.100원 무배",,,
"ham	삭제된 메시지입니다.",,,
"ham	ㅋㅋㅋㅋ",,,
"ham	이거 릴레이방 가셔야할듯한뎅",,,
"ham	https://link.coupang.com/re/CSHARESDP?lptag=CFM25990039&pageKey=6016685240&itemId=10929549034&vendorItemId=70596809672",,,
"ham	20매 12팩 10620원(밤부소재에여)",,,
"ham	핑관님 다 주무시는건가용",,,
"ham	제주 우도땅콩 찰떡파이 12개입 x 2박스/초코파이/과자/간식/찰떡파이/땅콩파이",,,
"ham	고려은단 비타민C 1000 이지+비타민D 120정 (2개월분)",,,
"ham	@도라에몽 주머니 ",,,
"ham	@도라에몽 주머니 ",,,
"ham	@도라에몽 주머니 ",,,
"ham	ㅇ",,,
"ham	ㅇ",,,
"ham	ㅇ",,,
"ham	환영합니다???? ",,,
"ham	안녕하세요",,,
"ham	위에보시구",,,
"ham	위에보셔영",,,
"ham	??공지 읽어주시고 하트꾹?",,,
"ham	아 ㅇㅋ 디코중",,,
"ham	사진",,,
"ham	디스코드 뉴규랑해요",,,
"ham	우와",,,
"ham	어 비밀이유 ??",,,
"ham	ㅋㅋㅋ",,,
"ham	우도땅콩 jm",,,
"ham	우와",,,
"ham	저거 비타민 c 싼거에요?",,,
"ham	아 120알이네용",,,
"ham	아뇨",,,
"ham	그냥 보통이요",,,
"ham	사진",,,
"ham	먹어볼게요",,,
"ham	우와",,,
"ham	전화예약해서 주문하신거죵?",,,
"ham	사진",,,
"ham	스티커가잇넹 쿠키런",,,
"ham	하..ㅋㅋ 이밤엥",,,
"ham	제 동생은 이거 모아욬ㅋ??ㅋ??ㅋ??ㅋ??ㅋ??ㅋ??",,,
"ham	포켓몬이였으면 대박이였을듯",,,
"ham	[샘플증정]밀크바오밥 대용량 샴푸/바디워시/바디로션",,,
"ham	사진",,,
"ham	이 밤에 못 참고 아이스크림 먹어버렸습니다 껄껄",,,
"ham	잘했어요 ",,,
"ham	사진",,,
"ham	저는 이밤에ㅋㅋ",,,
"ham	비볐습니다ㅎ",,,
"ham	운동하고 와서 아이스크림 짜릿해요",,,
"ham	좋아요 다 야식먹읍시다",,,
"ham	ㅋㅋㅋ모온산다",,,
"ham	세개나비비보",,,
"ham	ㅋㅋㅋㅋㅋㅋ",,,
"ham	한개는...음...",,,
"ham	이빨에 끼다맙니다ㅎㅎㅎ",,,
"ham	이모티콘",,,
"ham	이모티콘",,,
"ham	살쪄라~다살쪄라아아",,,
"ham	환영합니다???? ",,,
"ham	300개입 990원",,,
"ham	이모티콘",,,
"ham	이모티콘",,,
"ham	사진",,,
"ham	누가저대신",,,
"ham	와~~~",,,
"ham	이모티콘",,,
"ham	이모티콘",,,
"ham	품절인디 ... ",,,
"ham	ㅠㅠ",,,
"ham	6900원 무배",,,
"ham	헐 재입고알림 해놓으세요",,,
"ham	ㅇㅋㅇㅋ",,,
"ham	사진",,,
"ham	진짜작다",,,
"ham	23000원이라니",,,
"ham	사진",,,
"ham	엘빈즈) 중기2 기준 12팩 25860원 팩당 2155원 예약배송 가능",,,
"ham	저도오늘 삿는데 크기보고 놀래븜요ㅠ",,,
"ham	한입에 어갈듯 ?",,,
"ham	안먹을래요 ㅋㅋㅋ",,,
"ham	ㅋㅋㅋ",,,
"ham	이모티콘",,,
"ham	담에 다른거 런칭 또 하겠죠",,,
"ham	8900원",,,
"ham	달봄이가 먹을만한 정도 아입니까?",,,
"ham	파라핀 하고 낫더니 노곤노곤하네 ㅋ",,,
"ham	한입감이쥬 ㅋ",,,
"ham	사진",,,
"ham	디라인 소유자",,,
"ham	https://link.coupang.com/re/CSHARESDP?lptag=CFM25990039&pageKey=1403573406&itemId=11820110230&vendorItemId=80080064236",,,
"ham	17820원",,,
"ham	gsshop 적립금 어왓네용",,,
"ham	217900원",,,
"ham	1. 티포 에그쿠키 90g * 1입 -1500원 ",,,
"ham	적립금 소진ㅇ용",,,
"ham	@달봄이팬클럽 오늘 그 푸들 물려죽은 사건 나온 영상 신랑 보여줫더니",,,
"ham	하운드라는 견종 자체가 원래 공격성이 강하고 엄청 빠르데여",,,
"ham	https://link.coupang.com/re/CSHARESDP?lptag=CFM25990039&pageKey=231633872&itemId=734791044&vendorItemId=4856629520",,,
"ham	9910원",,,
"ham	그럼서 그런 개가 달봄이한테 달려들어 물려고 하면 자기는 옆에 잇는 전봇대라도 뽑아서 휘둘러 다 죽여버릴거라고...",,,
"ham	아주 격한 아버지쥬?",,,
"ham	서터레수가 더 쌓임",,,
"ham	목줄 잘 하고 미리 안아서 위험한 일 안생기게 피할 생각은 안하고",,,
"ham	넘개 죽인다네유 허허..",,,
"ham	그새 어디 가셧나보구먼유",,,
"ham	10개입  3980원",,,
"ham	암튼 오늘 이중삼중사중으로 서터레서 받고 긴장햇더니 졸리네유 그만 자러 가야것어유 ㅠ",,,
"ham	도주횽두 잘자유",,,
"ham	이모티콘",,,
"ham	전 아직 잘시간 아니예여 ㅋㅋㅋ",,,
"ham	ㅋㅋㅋ 자도자도 졸린 사람이라",,,
"ham	기럼 먼저 갈게유 ㅋ",,,
"ham	이모티콘",,,
"ham	네넹 ㅎㅎ",,,
"ham	이모티콘",,,
"ham	4190원",,,
"ham	https://m.shopping.naver.com/market/promotion/stamp-events",,,
"ham	네이버포인트 매일 24포",,,
"ham	잘자유",,,
"ham	4400원",,,
"ham	나도 오늘은 일찍 자야겠슈",,,
"ham	https://link.coupang.com/re/CSHARESDP?lptag=CFM25990039&pageKey=326886573&itemId=1046162477&vendorItemId=81169734728",,,
"ham	13960원",,,
"ham	어제 스물다섯스물하나 보고 스트레스 받아서리",,,
"ham	짱나쥬",,,
"ham	이 나이까지 드라마보면서 짱나보긴 첨이네",,,
"ham	@도라에몽 주머니 ",,,
"ham	언니 쟁겨요",,,
"ham	작가맘대로",,,
"ham	ㅋㅋ 서터레섴ㅋㅋ 잘자유우ㅠ",,,
"ham	사진",,,
"ham	우리 밴드 넘쳐...",,,
"ham	이거 피부과 다니면 챙겨야쥬",,,
"ham	약국보다 훨싸영",,,
"ham	이컵 굿",,,
"ham	꼭 다이소 가면 저런거 하나씩 사와",,,
"ham	왜산지모르겟음 ㅋㅋㅋㅋㅋㅋ",,,
"ham	쿠팡 컵",,,
"ham	그쳐…??",,,
"ham	라이언님 모 시는거예요?",,,
"ham	맛나겠슈",,,
"ham	둘이 해피엔딩 해주든가 ㅠㅠ",,,
"ham	뭘 타마셨슈",,,
"ham	말도 마요 ..",,,
"ham	나는 더이상 그 작가 안봐유",,,
"ham	하 윗 또 쿵쿵 거리네",,,
"ham	면역포여",,,
"ham	이시간에 ... 애기안재우나",,,
"ham	면역포염",,,
"ham	하마쭈 초유번들 4입 5개 8840원",,,
"ham	사진",,,
"ham	헐...하마쭈 졸맛탱",,,
"ham	http://auction.kr/iCWzHLh",,,
"ham	할인가 19380원이고 스클가는 18240원",,,
"ham	9900원 무배",,,
"ham	조카꺼 드신건가용ㅋㅋㅋㅋ",,,
"ham	빙그레 추억의 붕어싸만코/빵또아 12+12개 골라담기 /아이스크림/간식",,,
"ham	46750원",,,
"ham	아니 ㅋㅋㅋ요세 초딩들도",,,
"ham	포켓몬얘기 엄청해양",,,
"ham	노페 이거 이뿌네용",,,
"ham	환영합니다???? ",,,
"ham	웃긴게 ㅋㅋㅋ 오늘 애기 데리고 놀이터 갓는데 초3인가 초2인가 남자예들이",,,
"ham	잼니 비누방울 갖고놀고싷다고 빌려달래허 빌려주고 ㅋㅋㅋ 친해졋는데",,,
"ham	환영합니다???? ",,,
"ham	놀이터 미끄럼틀 위로 올라가는거에여 잼니는 못올라가고",,,
"ham	얘들이 하는말이 ㅋㅋㅋ 9살되면 올라올수잇어 ㅋㅋㅋㅋ",,,
"ham	나눠먹으면 착한어린이 ^____^",,,
"ham	ㅋㅋㅋㅋㅋㅋㅋ",,,
"ham	우리 잼니 무시하네?",,,
"ham	스클 2개사면 14850원 나와요 (개당7",,,
"ham	ㅋㅋㅋㅋㅋ얼마나 웃긴지 진자 ㅋㅋㅋㅋㅋ",,,
"ham	우리 잼니 쫄보 아니라구!!",,,
"ham	9살ㅋㅋㅋㅌㅌㅌ",,,
"ham	지네들은 10살인가9살인다",,,
"ham	그랫다고 햇거든여 ㅋㅋㅋㅋ",,,
"ham	9살부심 오져따",,,
"ham	ㅋㅋㅋㅋㅋㅋ웃겨갖고",,,
"ham	포켓몬빵이 어쩌고 저쩌고 그러고",,,
"ham	와 놀랜게 걔네 친구들이 왓는데 ㅋㅋㅋㅋ",,,
"ham	지랄 이라는말을 쓰데여…??",,,
"ham	헐ㄹ",,,
"ham	헐",,,
"ham	요즘 애들이 넘 빨라서...",,,
