index,문자내용
spam,"[Web발신] (스마트 pay) 위닉스 공기 청정기 432,000원 결제 완료"
spam,사이버수사대입니다. 당신은 허위사실 유포 및 명예훼손으로 관할 경찰서에 출두하셔야 합니다. 조사를 위해 메이플스토리 아이디와 비밀번호 2차 비번을 적어주십시오. 하루 안에 하지 않을 시 죄가 더 강해집니다.
spam,"[Wed발신] [결제 완료] 네이버페이 상품 : 구찌마몬드백 G213 금액 : 1,670,000원 결제 완료"
spam,엄마 뭐해 바빠? 나 급하게 돈 보낼 데가 있는데 인증서 오류가 나서 안돼ㅠ 나 80만 원만 보내줄 수 있어?
spam,"[국외발신] -해외구매- 승인코드:[75**40] KRW:980,720원 완료 본인 구매 상품 아닐 시 즉시 신고 요망"
spam,"[국외발신] [삼성페이] 해외 결제완료 상품명:삼성냉장고 금액990,000원 본인 아닐 시 한국소비자원"
spam,[Web발신] [델리오] 새로운 기기에서 로그인되었습니다. 본인이 아닐 시
spam,[모바일리언스] 33000원 결제완료/익월 요금합산 청구/잔액확인
spam,"종합소득세 ""환급금"" 대상자입니다. 금액 확인하시고 수령해 주시기 바랍니다. 국세청 조회"
spam,"[국외발신] 요청하신 결제금액 KRW 959,000 정상처리 되었습니다 고객센터"
spam,[Web발신] 저희 사랑의 결실을 맺습니다 사랑을 축복해주세요 위치확인요
spam,"[Web발신] [제로페이] 김치냉장고 모델명:DW-R159DCG 1,679,000원 승인완료 요청일:2020/04/06"
spam,"[Web발신] 결제승인번호[5332] 498,000원 결제완료/합산청구금액 928,000원 -갤럭시아-"
spam,"[국외발신] 주문하신 가전제품 845,000원 승인 배송예정"
spam,"[국외발신] [AK몰] 해외직구 1,321,000원 결제완료"
spam,"다날 승인번호 88966 100,000원결제됩니다 12월 합산청구금액 398,000원"
spam,"[국제발신] [신한카드] 12/02 12:07 1,680,000원 결제완료 PAYCO"
spam,[국제발신] 해외인증 95*** USD799$ 결제완료 본인 아닌 경우 한국 소비자원
spam,엄마 나 폰 고장이라서 수리 맡기고 부탁할 거 있어서 문자했어 지금 컴터로 피시용 문자나라로 사용하고 있어. 글 보면 문자 줘
spam,엄마 나 폰 고장 나서 수리 맡기고 문자나라 가입한 거로 문자하고 있어 피시용이라 문자만 가능해 문자 줘
spam,엄마 내 거 폰 고장 나서 수리 맡겼어.. 액정 깨졌어.. 지금 컴퓨터 앱 문자 중… 메시지 보면 이 번호로 회신 좀…
spam,엄마 나 폰이 망가져서 수리 맡기고 컴퓨터 문자나라로 메시지 보내고 있어 엄마 지금 바빠?
spam,엄마 나 폰 액정이 나가서 임시폰 잠시 대리 받았는데 문자만 가능해 부탁할 거 있는데 문자 줘
spam,엄마 나 폰 고장나서 수리 맡기고 급한대로 예전에 내 명의로 가입해놨던 문자나라로 문자하고 있어 피시용이라 문자만 가능해 엄마 확인하는 대로 답장 줘
spam,"[Web발신] 스마일pay 모바일 서비스 이용 요청일시:2019/05/17 요청사이트:헬로마켓 요청금액:354,000"
spam,"[국제발신] [LkMall] 해외결제 961,320원 본인 요청 아닐 경우 문의"
spam,[Web발신] 엄마 나야 폰 고장 나서 AS 맡기고 부탁할게 있어서 문자하는 거야 시간 나면 이 번호로 문자해줘
spam,[Web발신] 여분 백신 화이자 예약안내 코로나 19 백신 접종 예약을 확인하세요
spam,"엄마 나 휴대폰 고장 나서 가까운 센터에 수리 맡기고 문자나라에서 보내는 거야, 전화는 안 되니깐 문자 줘~"
spam,엄마… 나 핸드폰 액정이 깨져서 a/s 맡기고 컴퓨터로 잠깐 문자하고 있어 부탁할 거 있는데 답장 줘 엄마!
spam,아빠 나 폰 액정이 깨져서 수리 맡기고 임시번호로 문자나라 가입해서 문자하는 중이야 통화 안 되니까 문자 보면 답장 줘 ㅠㅠ
spam,엄마 뭐해 바빠? 나 폰 액정 나가서 수리 맡기고 급한대로 예전에 내 명의로 가입해놨던 문자나라로 문자하고 있어 확인되는 대로 문자 줘…
spam,엄마 나 폰 고장 나서 전에 컴퓨터로 받았던 문자나라로 연락했어 확인하면 여기로 문자 줘
spam,엄마 나 지금 폰 고장 나서 매장에 수리 맡기고 지금 문자 사이트로 문자하고 있어 엄마 바빠?
spam,엄마 나 폰 고장 나서 센터 수리 맡겨놓고 컴퓨터로 문자 보내고 있어 확인하고 답장 줘~
spam,엄마 나 폰 고장 나서 수리 맡겼어. 급히 인증받을 거 있어서 엄마 거로 받아도 돼?
spam,[Web발신] 엄마 나야 나 폰 고장 났어 여기 이 번호로 문자 줘 부탁할 거 있어
spam,누나 나 폰 액정 나가서 수리 맡기고 피시방 왔어 혹시 나 부탁 좀 들어줄 수 있어?
spam,[Web발신] 엄마~ 내 거 폰 액정 깨져 수리 맡겼어~ 혹시 바빠? 지금 급해 부탁할 게 잇는데~ 이 번호로 답장 줘
spam,엄마 나 폰 고장 나서 수리 맡기고 전에 문자나라 가입한 거로 문자하고 있어 피시용이라 문자만 가능해. 문자 가는지 확인하고 있어. 문자 다시 보내줘.
spam,"[국외발신] 해외승인 711** 499,500원 승인 본인 아닐 시 즉시 소비자원 신고"
spam,엄마 뭐해? 나 폰 액정 나가서 A/S센터에 수리맡겼어 급히 부탁할 거 있으니 이 번호로 문자해줘~
spam,고객님 제가 보내드린 파일을 클릭하시면 압축 풀기 하셔서 설치하시고(보안상의 이유로 설치가 안 되시면 설정 들어가셔서 출처 알 수 없는 앱을 허용하시면 되세요) 그리고 상담 신청서 작성 부탁드릴게요(마지막으로 꼭 기본 앱으로 설정해 주세요).
spam,"매형, 죄송한데 부탁이 있어 톡 드렸어요"
spam,지금 급히 송금할 게 있는데 갑자기 공인인증이 안 돼서 송금 못하고 있는데 혹시 매형 96만 원 만 여유 되시면 대신 먼저 송금해 줄 수 없을까요??
spam,야야 지금 빨리 90만 원만 빌려줄 수 있어? 급하게 송금할 데가 있는데 공인인증서 문제 생겨서 지금 안돼 ㅠㅠ 회사 미팅 중이라 은행도 못 가고;; 이따 점심 때 바로 보내줄게~~
spam,"안녕하세요 어머님, 반 담임입니다. 다름이 아니라 금일 우리 반 학생들의 활동비 때문에 문화상품권 5만 원 구매하셔야 합니다. 문자 보시면 회신 부탁드립니다."
spam,"안녕하세요 현대캐피탈입니다. 필요서류 안내해 드릴게요 신분증, 등본, 주거래은행 3개월 거래내역서, 부가과치세표준증명 거래내역서를 제외한 나머지 서류는 사진 찍어서 카카오톡으로 보내셔도 가능하세요"
spam,[Web발신] 항상 (KB 국민) 은행을 이용해 주셔서 감사합니다. 2019년 1월 신상품이 출시되어서 안내드립니다. 낮은 금리로 정부 지원 상품을 이용할 수 있습니다. 고민하지 마시고 전화 주세요 ^^
spam,"[Web발신] 항상 농협 안내문 행복으로 만드는 풍요로운 세상 농협이 만들겠습니다. 캠코와의 업무협약을 통해 가계 안정을 위한 서민 구제 상품이 출시됐습니다. 고민하지 마시고, 상담문의하세요"
spam,누나 지금 뭐 해? 친한 형이 부탁으로 해주는 거야 입금까지 받아놨는데 폰이 고장 나서 좀 난감하게 됐어 누나가 좀 해주라 폰 찾는 대로 바로 보내줄게 5장만 해주면 돼 50만 원이야
spam,[법원] 등기 발송하였으나 전달 불가(부재중) 하였습니다.
spam,[알리미] 형사소송건으로 인한 법원출석서가 발부되었습니다.
spam,[Web발신] [질병관리청] 8/5 코로나 19 백신예약 인증
spam,[국제발신] 해외인증 95** 40607998$ 결제완료 본인 아닌경우 한국 소비자원
spam,"[국제발신] [요청하신 결제금액] KRW 959,000 정상처리 되었습니다 고객센터"
spam,[제목없음] 아빠 나 폰 고장 나서 컴퓨터로 아빠한테 문자하는 거야 급하게 부탁할 일이 있어! 통화가 안 되니깐 문자 확인하면 카톡 추가하고 먼저 말 걸어줘 PC용 카톡 번호라서 통화도 안 돼
spam,[Web발신] 엄마~ 내 거 폰 액정 깨져 수리 맡겼어~ 혹시 바빠? 지금 급히 부탁할 거 있는데~ 답장 줘
spam,엄마 뭐해? 점심은? 엄마 다름 아니라 부탁 하나 해도 될까? 급히 송금할 금액이 있는데 공인인증서 오류 땜에 이체가 안 나가서 그러는데 대신 먼저 보내줄 수 있어? 이따가 5시쯤 인증서 갱신된다고 하는데 6시 전으로 다시 보내줄게
spam,엄마 뭐해? 나 폰 액정 나가서 A/S센터에 수리 맡겼어 급히 부탁할 거 있으니 이 번호로 문자해줘~ 휴대폰 액정 보험 때문에 인증받아야 되는데 나 폰 없어서ㅠ 엄마 폰으로 인증만 받아줄 수 있어? 일단 링크 보낼건데 이거 클릭하고 설치 실행하면 귀하의 ID 9자리 숫자가 있는데 적어서 이 번호로 문자 보내줘
spam,아빠 나 폰 액정이 깨져서 수리 맡기고 임시번호로 문자나라 가입해서 문자하는 중이야 통화 안되니깐ㅠㅠ 문자 보면 답장 줘ㅠㅠ 아빠 지금 바빠? 나 지금 급하게 뭐 좀 인증받을 거 있는데 폰 액정이 깨져서 아빠 폰 내가 잠깐 연결해서 엄마 거로 먼저 인증을 받아도 돼?
spam,엄마 뭐해 바빠? 나 급하게 돈 보낼 데가 있는데 인증서 오류가 나서 안돼ㅠ 나 80만 원만 보내줄 수 있어?
spam,"[국외발신] [이베이] 인증번호 69** KRW 385,400 승인 본인 아닐 경우 소비자 보호센터"
spam,[Web발신] 엄마 나야 폰 고장 나서 AS 맡기고 부탁할 게 있어서 문자 하는거야 시간 나면 이 번호로 문자해줘 폰 고장나서 AS 맡기고 통화 안 돼서 인터넷 문자나라로 문자 하는거야. 이 번호 통화 제한된 번호야 문자만 가능한거야 엄마 바빠? 나 지금 온라인 문화상품권을 구매신청 해야하는데 폰 인증이 안 되서 신청을 못 하고있어 엄마 명의로 대신 먼저 신청해도 돼?      
spam,엄마 뭐 해 바빠? 나 폰 액정 나가서 수리 맡기고 급한 대로 예전에 내 명의로 가입해놨던 문자나라로 문자하고 있어 확인되는대로 문자 줘… 화장실 가다가 폰 떨어뜨려서 엄마한테 부탁할 거 있는데 시간 돼?             
spam,아빠 주민등록증 보내줘 아빠 것으로 되는지 신청해 보려고 그래 내 거 폰 때문에 인증 못 받아서 아빠 것으로 받아보려고 문자했어 온라인 사이트 신청이라서 그래 아빠 민증 보내 달라니까 되는지 안 되는지 해봐야 알아서 그래 그냥 내가 알아서 할게  
spam,아빠.. 나 폰 액정 깨져서 AS 맡기고 문자나라로 문자하고 있어 확인되면 문자 줘 떨어 뜨렸는데 액정 나갔어 아빠 지금 시간 돼?
spam,"호텔스컴바인 [Web발신] [해외 승인] [호텔스컴바인] Hotelscombined 결제승인번호[8814] 금일[USD672$ 환율적용 758,284KRW] 해외승인 및 결제가 완료 되었습니다 자세한 내용은 FDS업무 상담 센터로 문의해 주시기 바랍니다. 상담시간: 오전 09:00 ~ 오후 18:00"
spam,아빠.. 메시지 확인하는대로 여기로 답장 줘요 폰 고장 나서 통화가 안 돼 온라인으로 문화상품권 구매해야 하는데 폰 고장 때문에 살 수 없어 아빠 지금 시간 되면 아빠 명의로 구매해도 돼? 선배가 사정 때문에 직접 구매 못해서 나한테 부탁한건데 폰 고장 나서 못하고 있어 돈은 이미 받았어 휴 온라인으로 하는 거라 난 못해서 아빠한테 부탁 좀 할게~ 아빠 명의로 사도 된다면 내가 인터넷으로 가입하고 사볼게 35만 원 어치 사야 돼 폰 수리 끝나면 아빠 계좌로 선배가 준 돈 보내줄게            
spam,"결제안내 11번가/주문번호 201800809-00112의 주문이 완료 되었습니다. 결제승인번호(3789) 금일 435,200원이 결제 완료 되었습니다. 8월 합산금액 987,500원 결제 되었습니다."
spam,"[국제발신] [LkMall] 해외결제 961,320원 본인요청 아닐경우"
spam,"[Web발신] [광고] [대상자 신청 알림] 3차 재난지원금 지원 대상으로 선정되었습니다. 바이러스 예방 및 확산 방지를 위해 전화 문의 및 온라인으로 진행됩니다. 지급절차는 온라인 상담 도와드립니다. (2021.1.4 ~ 2021.1.6) 기한 내 문의가 없을 경우, 최충 지원 대상에서 탈락되니 유의 바랍니다. 3차 재난지원금 관련 문의 카카오톡 번호로 추가하셔서 문의 바랍니다. 운영시간 : 9:00 ~ 17:00"
spam,엄마 나 폰 고장 나서 수리 맡기고 급한 대로 예전에 내 명의로 가입해놨던 문자나라로 문자하고 있어 피시용이라 문자만 가능해 엄마 확인하는대로 답장 줘 아니야 내일 오후 한 시 쯤에 수리 끝나 엄마 지금 바빠? 엄마 혹시 티몬 아니면 위메프 회원가입한 적 있어? 가입 안 되면 엄마 주민등록증 사진 찍어 보내줘 안 했으면 엄마 주민등록증 사진 찍어 보내달라고 해
spam,엄마 나 휴대폰 고장 나서 가까운 센터에 수리 맡기고 문자나라에서 보내는 거야. 전화는 안 되니까 문자 줘~ 급하게 다니다가 떨어뜨렸어 수리비는 얼마 안 나온대 걱정 마 엄마 바빠?? 안 바쁘면 부탁 하나 해도 될까? 잠깐이면 될 거 같은데 온라인 문상을 구매해야 하는데 폰 인증이 안되니깐 구매가 힘드네 엄마 명의로 잠깐 회원가입해서 구매하면 안 될까?
spam,"제목없음 {서울중앙지검} 명의도용사건 접수 요지 : 2015년 06월 20일 범죄자 체포한 현장에서 본인 명의로 된 농협, 하나 은행 통장이 압수되었습니다. 명의가 도용 되었는지 아니면 통장 양도 혐의가 있는지 저희 청으로 연락 주세요"
spam,엄마나 액정이 나가서 임시폰 잠시 대리 받았는데 문자만 가능해 부탁할 거 있는데 문자 줘
spam,엄마 바빠?? 안 바쁘면 부탁 하나 해도 될까? 잠깐이면 될 거 같은데 온라인 문상을 구매해야 하는데 폰 인증이 안되니깐 구매가 힘드네 엄마 명의로 잠깐 회원가입해서 구매하면 안 될까? 그럼 내가 신청해 볼테니까 엄마 주민등록증 사진 찍어서 보내줘 네 각이 다 나오게 잘 찍어줘 사진 미리 찍어 둔 거 없어?
spam,엄마 바빠? 나 지금 핸드폰 고장 나서 매장에 수리 맡기고 급한 대로 예전에 내 명의로 가입해놨던 문자나라로 문자하고 있어 피시용이라 문자만 가능해 부탁이 있어서 문자했어 엄마 확인하는대로 답장 줘 편의점 가서 뭐 좀 사달라고 부탁하려고 그러지 구글 기프트카드 먼저 사주면 안 돼? 나중에 폰 찾고 돈 보낼게
spam,엄마 나 폰이 망가져서 수리 맡기고 컴퓨터 문자나라로 메세지 보내고 있어 엄마 지금 바빠?   
spam,엄마 나 폰 액정 깨져서 임시 번호 사용 중 이야 확인하면 문자 줘~ 액정 나가서 센터에 수리 맡겼어 폰은 다행히 무료서비스 받을 수 있대 뭐해 엄마 바빠? 잠깐 시간 괜찮으면 부탁 하나 들어줘
spam,엄마 나 폰 고장 나서 수리 맡기고 문자나라 가입한 거로 문자하고 있어 피시용이라 문자만 가능해 문자 줘 엄마 다름 아니라 지금 상품권 좀 필요한데 엄마가 대신 먼저 구매해 줄 수 있어? 나 지금 밖에 나갈 수 없는 상황이라 그래 구글 기프트권이라고 있는데 이마트나 홈플러스 편의점 가면 구매할 수 있는데 엄마 지금 다녀 올 수 있어?
spam,"엄마, 나 딸 ^^ 아침에 출근하다가 핸드폰 액정이 깨져서 대리점에 맡겼더니 급한 연락할때만 쓰라고 빌려줬어. 문자랑 카톡만 돼 내가 받아야 할 문자가 있는데 내가 지금 못 받으니까 엄마 전화로 잠깐 받고 일 하게 지금 뜨는 앱 화면을 눌러줘 엄마 폰 명의가 본인이 아니야 본인 확인하게 신분증 앞뒤 사진이랑 카드 앞뒤 사진 찍어서 보내줘 "
spam,"[Web 발신] (광고) 국내 증시 국제유가 모든 게 흔들리면서 비경제활동 인구수 51만 6천 명 이상, 휴직자 120만 명 늘어나면서 경제 및 생계에 많은 고통을 겪고 있습니다. 정부는 최대한 생계에 보탬이 되고자 추가 긴급 지원금을 지원하며, 이번 협약이 된 우리금융에는 신청이 가능하며, 아직까지 지원을 받지 못한 대한민국 국민 누구나 비대면 당일 신청 가능하오니 많은 신청 바랍니다."
spam,"결제안내 G마켓/주문번호 201800719-000753의 주문이 완료되었습니다. 결제승인번호 (2731) 금일 484,200원이 결제 완료 되었습니다. 6월 합산금액 968,400원 결제 되었습니다."
spam,엄마 나 폰 고장이라서 수리 맡기고 부탁할 거 있어서 문자했어 지금 컴퓨터 피시용 문자나라로 사용하고 있어. 글 보면 문자 줘. 엄마 나 지금 급히 송금할 데가 있는데 폰 고장이라 은행 갈 상황이 아니라서 엄마 대신 먼저 보내줘.
spam,엄마 나 폰 고장 나서 AS 맡겼어 꼭 좀 부탁할 거 있어서 문자 확인하는대로 답장 줄래?
spam,[국제발신] 김은주님 해외인증 95*** 4060799$ 결제완료 본인 아닌경우 한국 소비자원
spam,엄마 나 핸드폰 액정 망가져서 수리 맡기고 pc 문자 사이트로 문자하고 있어 엄마 보면 문자 줘 전화받다가 떨궜어 엄마 지금 바빠? 내가 급한 일 있어서 그러는데 부탁 하나 해도 될까? 지금 온라인에서 상품권 할인행사가 많아서 내가 지금 바로 구매 신청해야 하는데 폰 수리 맡겨서 인증받을 수가 없어 신청 안돼 지금 구매 신청하는 사람이 많아서 바로 신청해야 하는데 먼저 엄마 명의로 구매 신청하면 안될까?
spam,아빠 나 폰 액정 깨져서 AS 맡기고 임시폰 대리 받아 연락했어 통화 안 되니까 문자 확인하면 답장 줘 계좌 인증하고 받아야되서 아빠 어느 은행 계좌 있어? 잔액 없어도 가능해          
spam,본인 등본상 주거지로 2회에 걸쳐 해당 서류 발송을 하였으나 반송으로 인하여 부득이하게 통신 고지해드립니다. 빠른 시일에 상기 연락처로 연락 주시기 바랍니다.
spam,고객님 명의의 공인인증서가 해외 IP 접속 확인되었습니다. 본인 아닐 시 즉시 연락요망 KB 사고예방센터
spam,[제목없음] 엄마 카드 인증이 필요한데.… 비씨 우리 기업 새마을 제일 우체국 신협 인증이 잘 돼.. 엄마 지금 가지고 있는 카드 사진 앞면 뒷면 부탁할게 엄마~
spam,"[Web발신] [아마존닷컴] 484,682원 구매 완료. 본인 아닐 경우 소비자보호센터"
spam,아빠 나 폰 고장 나서 AS 맡겼어 통화 안되니까 이 번호로 문자 줘 아빠 지금 안 바쁘면 부탁 하나만 들어줘 지금 폰 보험 신청하려고 하는데 폰이 켜지지 않아서 인증을 받지 못해 그래서 말인데 내가 아빠 폰 연결해서 신청하면 안 돼?
spam,"[국제발신] [쿠팡] 해외결제 689,900원 완료 코드번호61** 본인 아닐 경우 소비자 보호센터"
spam,엄마 내 거 폰 수리 맡기려고 매장에 왔어 이 번호가 임시 사용하는거라 통화 안 되고 카톡도 안돼 문자만 가능해 부탁할 거 있으니 답해줘~
spam,금융감독원 은행 전산보안팀 이동수 과장입니다. 본인 앞으로 해킹 유출 연락드렸으나 부재중으로 연결 안 됩니다. 빠른 보안 강화하세요.
spam,엄마 나 폰 떨궜는데 액정이 깨져서 AS 맡겼어 지금 통화가 안 돼서 피시로 문자하는 거야 부탁할 거 있어 여기로 문자 줘
spam,다름 아니고 온라인 문화상품권을 구매 신청해야 하는데 폰 인증이 안 돼서 신청을 못하고 있어 엄마 명의로 대신 먼저 신청하면 안 될까? 엄마가 직접 신청할 수도 있고 어려우면 내가 대신 신청할 수도 있어 엄마 내가 신청하려면 엄마 주민등록증이 필요해 사진 찍어 보내줘 이미지 등록해야 하는 거라.
spam,[Web발신] (광고) 어머니 하늘나라 가신 것 축하드립니다 불만 있으시면 전화하세요
spam,엄마 지금 바빠? 잠깐 문자 가능할까? 바쁘지 않으면 부탁 하나만 해도 돼? 나 지금 급하게 쇼핑몰에 주문할 거 있는데 나 폰 인증을 못하니 할 수가 없네.. 엄마가 회원가입하고 주문 좀 도와줘~ 컬처랜드 상품권 필요해서 그래 엄마 폰으로 쇼핑몰에서 주문 신청하면 되는데.. 엄마가 할 줄 모르면.. 내가 컴퓨터로 엄마 명의로 주문 신청해 볼까?? 나중에 설명할게 급히 필요한 데 있어
spam,"[머니코] 결제 승인번호(7090) 7월합산청구금액 952,000원 결제완료"
spam,엄마 나 폰 고장나서 수리 맡기고 컴퓨터로 문자하고 있어 급해 전화는 안 되니까 하지 말고! 지금 편의점으로 가서 기프트 카드 구매해서 번호 불러줄 수 있어? ㅠㅠ    
spam,엄마 나 전화 화면이 깨져서 수리 맡기고 문자나라 접해서 문자하는 거야 부탁이 있어서 그러는데 문자 보면 문자 답 줘
spam,"엄마 나야. 폰 고장나서 통화 안 돼 시간 나면 이 번호로 문자해줘,,"
spam,"[국외발신] [구글] 결제 콘텐츠이용료(PlayStore) 가격:321,000원          "
spam,엄마 난데 폰 고장났어 통화 안 돼 이 번호 저장 후 카카오톡 추가해서 말해줘!
spam,아빠 나야. 핸드폰이 차에 밟혀서 수리 중 이야. 나 급하게 부탁 하나만 해도 될까?  
spam,"[Web발신] (주)현대페이 승인번호 697488 878,000원 결제완료 되었습니다. (주)현대페이"
spam,삼촌 많이 바쁘신가요 ? 죄송한데요 삼촌 저 뭐하나 부탁드려도 되나요 저 지금 급히 결제할 데가 있어서 그러는데요 인터넷 뱅킹 비밀번호 오류초과 되어서 안 되고
spam,엄마 나 폰 고장 때문에 수리 맡기고 임시번호로 연락하는 거야. 이 번호로 카톡 추가해서 톡 줘 급해
spam,아빠 나 폰 물에 떨어뜨렸어 통화가 안 되는데.… 문자 확인하면 여기로 답 줘 폰 수리 맡기고 일단 보험금 신청하려고 통화는 저녁 쯤 가능할 거 같은데.…   
spam,오빠 바빠? 폰 지금 고장 나서 수리 맡기고 컴퓨터로 카톡 하는 거야 급해서 그러는데 부탁 하나만 해도 돼? 어제 친구한테 받은 돈이 있는데 급하게 지금 다시 송금 해달라고 하는데 친구가 기다리고 있어
spam,형수님 폰이 고장 나서 카톡 새로 만들었어요 이거 등록해 주시고 지금 바쁘세요? 형수님 저 부탁 하나만 드려도 될까요 아 지금 제가 급하게 이체해줘야 할 대금이 있는데 지금 인증서가 오류라서 이체가 안되거든요 그래서 드리는 말인데 형수께서 대신 이체 좀 해주실 수 있으실까요? 돈은 제가 5시까지 차질 없이 갚아드릴게요
spam,엄마 나 폰 고장 나서 수리 맡기고 전에 문자나라 가입한거로 문자하고 있어 피시용이라 문자만 가능해. 문자 가는지 확인하고 있어. 문자 다시 보내줘. 엄마 다름이 아니라 지금 문화상품권이 필요한데 폰이 안 돼서 구매할 수가 없어 엄마가 대신 먼저 구매해 줄 수 있어? 지금 급히 필요해서 그래 편의점 가면 컬처 캐시 충전 영수증에 핀번호 찍혀 나오는 거 있어 그걸로 60만 원 어치 달라고 하면 돼 3만 원 20장~ 돈은 저녁에 돌려드릴게~ 지에스 가능해
spam,누나 나 폰 액정 나가서 수리 맡기고 피시방 왔어 혹시 나 부탁 좀 들어줄 수 있어?
spam,엄마 나 폰 고장 나서 수리 맡겼어. 급히 인증받을 거 있어서 엄마 거로 받아도 돼?
spam,엄마 나 폰 고장 나서 센터에 수리 맡겨놓고 컴퓨터로 문자 보내고 있어 확인하고 답장 줘~ 통화 중 떨어뜨려서 액정이 나갔어. 수리 맡겼으니 괜찮아 그래서 말인데 부탁하나 하려고 그래 나 온라인으로 문화상품권 신청해야 되는데 내 명의로 안돼 엄마 명의로 신청하면 안 될까? 일단 엄마 신분증이랑 카드 앞뒤 사진 찍어 보내줘 그럼 내가 알아서 할게^^ 엄마 아직이야? 그래 네 면 잘 보이게 사진 찍어서 여기로 보내줘
spam,엄마 뭐해? 나 지금 핸드폰 떨어뜨려서 폰이 먹통 되어버렸어 수신/발신도 안돼서 AS점에 맡기고 잠시 컴퓨터로 접속했어 뭐 하나만 부탁해도 돼? 엄마 혹시 잔고가 여유 돼? ㅠ 며칠 전 급한 사정으로 아는 선배한테서 빌린 돈 있는데 원래는 오늘 다시 보내주기로 하고 빌린 거야 근데 아까 폰이 터치 안 되는 상황에 계좌이체 여러 번 시도했더니 통장 비밀번호 오류가 떠서 못해주고 있어 선배도 지금 집 보증금 문제로 급히 넣어달래서 휴 금액 좀 커 1200만 원이야 돈은 오후에 다시 엄마 통장으로 넣어줄게 잔고가 그렇게 여유 돼? 저녁에 줄게 넣어줄 수 있어?
spam,네 저xx에요 식사도 안하셧겟네요^^ 언니 한데 부탁하나해도될까요? 실은 제가 일때문에 급하게 송금해야될곳이 있느데 공인인증 때문에 못하고있어서요 언니 대신해주시면안될까요? 5시전으로 드릴께요         
spam,매형 뭐해요? 매형 진짜 급해서 그러는데 부탁해도 될까요? 제가 지금 급히 송금 할 데 있는데 카드가 인증서 오류됐어요 매형 일단 도와주시면 안 돼요? 저녁에 돌려드릴게요 매형 제 대신 송금 해주세요 저녁에 꼭 돌려드릴게요 98만 원인데 해줄 수 있어요? 매형 제 이름으로 보내고 톡 줘요
spam,엄마 뭐해? 나 폰 고장나서 카톡 새로 했어 친구 추가해 줘 추가했어? 음. 엄마 지금 바빠? 급히 부탁할 거 있어서 톡 했어 엄마 나 급히 송금할 거 있어서 그러는데.. 내 카드 오류가 떠서 이체가 안 돼 엄마가 대신 보내줘.. 돈은 폰 수리하고 저녁에 다시 넣어줄게 액수가 좀 커.. 600만 원 바로 가능해?
spam,엄마 나 지금 휴대폰 액정 깨져서 as 맡기고 컴퓨터로 카톡 접속했어 바빠? 선배 일 때문에 급해서 그래 어제 선배한테 받은 돈 있는데 선배가 급하게 다시 보내달라고 해서 내 걸로 하려고 하니깐 인증서 오류 떠서 안돼 은행에 문의했는데 월요일에 이체 가능하대 월요일 오전에 다시 보낼게 먼저 선배 쪽으로 이체 좀 해줄 수 있어? 원룸 보증금이라 금액이 좀 커서 그래 600만 원이야
spam,나 지금 미팅 중인데 일 있어서 언니한데 부탁 좀 하려구 제가 일 때문에 급하게 송금해야 될 곳이 있는데 공인인증 때문에 못하고 있어서요 언니 대신해 주시면 안 될까요? 5시 전으로 드릴게요 언니 나 지금 미팅 중이라서 끝나고 하면 안 될까?   
spam,언니 많이 바빠? 그럼 잠깐 부탁 하나만 해도 돼? 나 지금 급히 결제해야 할 곳 있는데 인증서 비번 5회 오류라 이체가 안되네 가능하면 언니가 나 대신 결제해 줄 수 있어? 돈은 늦어도 오후 4시 전으로 넣어 줄게
spam,엄마 나 지금 폰 고장 나서 공장에 맡겨서 카톡만 가능하거든ㅠ 근데 업체에 자금 넘겨야 하는데 돈이 필요해서 상품권 사이트에서 상품권 구매해서 상품권 좀 보내줄 수 있어?
spam,엄마 지금 바빠? 엄마 미안한데 혹시 계좌 잔고 97만 원 정도 여유 되면 대신 먼저 입금 부탁할게 나 급히 지금 송금할 거 있는데 폰 고장 나서 뱅킹이 안 돼서 그래 나중에 오후에 폰 찾으면 다시 보내드릴게 입금하고 톡 줘 엄마
spam,"제목없음 엄마 부탁 하나 해도 될까? 지금 쇼핑몰에 신세계 백화점 10만 원 상품권 5만 원에 구매 이벤트 당첨 등록해야 하는데~ 엄마가 인터넷으로 먼저 등록해줘. 엄마 할 줄 모르면, 엄마 명의로 내가 주문 등록해놓을게~ 엄마 주민등록증 앞면, 신용카드 앞면, 뒷면 사진 찍어 보내줘~ 그리고 택배 전화 가면 받고 먼저 택배 받아줘~"
spam,엄마 ㅠㅠ 나 지금 핸드폰 액정이 나가서 폰을 as 맡기고 컴퓨터로 접속했어 나 지금 전화 고장으로 전화가 안 돼서 그래 톡을 줘 친구가 자기 통장이 이체한도가 찼다면서 원룸 보증금을 나한테로 받아놓은 거야 오늘 이체해 주기로 했는데 은행 인증서 오류 때문에 못해주고 있어 580만 원 이야
spam,아빠 ~~ 바빠? 아빠 나 폰이 고장 나서 통화가 안 돼 ㅠㅠ
