index,문자내용
1,엄마 난데  폰을 떨어뜨려 폰액정이나가서 통화가안돼 여기로답장줘
1,아빠 나 폰액정먹통돼서 잠시 이번호 사용하니깐 여기로 답장줘~
1,"[국제발신] xxx님 [해외결제 ] [KRW 876,000원]결제완료 본인요청 아닐경우 문의전화 : 0503-####-####"
1,"[국제발신] [요청하신 결제금액] KRW 959,000 정상처리 되었습니다 고객센터 문의 050-####-####"
1,"[국외발신] xxx님 결제완료 1,640,000 승인번호:2905 해외직구 배송문의 전화:050 #### ####"
1,엄마 나 폰 터치인되서 수리맡겼어. 이전화번호로 카톡추가하고 톡줘.
1,[Web발신] 엄마~지금 바뻐? 내 폰이 액정 깨져 수리 맡겼어 ~지금 급히 부탁있는데 이번 호로 문자 줘
1,[ez몰] 해외결제 정재근님 876000원 결제완료 본인요청 아닐경우 문의전화(안심번호) : 0505 ### ####
1,방금 수신한 문자메시지는 해외에서 발송되었습니다.
1,아빠 나 폰 고장났어 임시용이라 통화는 안되고 문자만 가능한데 확인하면 여기로 답장줘[FW]
1,아ㅃㅏ 나 폰 고장나서 AS맡겼어 문자 확인하면 여기로 문자해줘~
1,[ez몰] 해외결제 xxx님 876000원 결제완료 본인요청 아닐경우 문의전화(안심번호) : 0505 ### ####
1,[Web발신] 엄마 나지금 급히해야될거있는데 폰액정 깨져서못하고있어 문자확인하면 여기로 바로 답장줘~
1,"[요청하신 결제금액]KRW959,000결제 되었습니다서비스 고객센터050-####-####"
1,방금 수신한 문자메시지는 해외에서 발송되었습니다.
1,아빠 내가 은행에서 인터넷뱅킹 한거야놀래지말어
1,"[국제발신] xxx님 결제안내{895,000\}완료.본인아닐시 소비자원(050 #### ####)문의바랍니다."
1,"[국외발신] [요청하신 결제금액] KRW 959,000 결제 되었습니다 서비스 고객센터 051-###-####"
1,"[국제발신] xxx 고객님 신청하신 루이비통 아치라이트신발 1,292,000원 완료 문의:02-###-####"
1,"[요청하신 결제금액] KRW 959,000 [승인] 되었습니다 서비스 고객센터 050-####-####"
1,방금 수신한 문자메시지는 해외에서 발송되었습니다.
1,엄마 나방금핸드폰 고장나서 수리맡꼇어 문자보면 이번호로 문자줘~~
1,아빠~부탁할거 있어 그러는데 폰고장이라 통화가 안돼 지금 이번흐로 카톡추가하고 톡줘
1,"[국외발신] xxx님 [이베이 승인안내]969,000원 완료 본인신청 아닐시 소비자보호윈(050########)으로 문의하세요"
1,[국제발신] 해외직구 KRW 959.000원 결제완료 인증코드:2110 배송소회 문의센터 070-####-####
1,-해외결제- 승인완료 KRW 959.000 고유번호:8501 고객센터 070-####-####
1,"xxx님 승인완료 금액:1,640,000원 인증코드:5811 배송문의 070-####-####"
1,[국제발신] 해외직구 KRW 959.000원 결제완료 인증코드:2110 배송조회 문의센터 050-####-####
1,"[국제발신] [ez몰] 해외결제 xxx님 876,000원 결제완료 본인요청 아닐경우 문의:050-####-####"
1,"[국외발신] 안녕님 사용확인 874,200원 감사합니다.본인이용아닐시PayPal고객센터상담050-####-####"
1,"[국제발신] LF몰[해외직구] 물품구매완료 xxx님 12월30일 996,160원 결제완료 물류센터:02-###-####"
1,[국제발신] xxx님 [이베이] 본인인증번호[758566]를 정확히 입력해주세요.
1,아빠 나 폰고장나서 A/S센터에 맡기고 임시용 문자어플로 문자하고있어 부탁있어서 그러는데 문자확인되는대로 답장해줘
1,아빠 내가 폰보험처리 때문에 통신사 인중받아야 되는데인증번호확인이 안되서 아빠 폰으로 인증하나만 받아줄수 있어 ?
1,아니 나 폰 액정나가서 인중 받을수없어서 아빠 폰으로 인증만 받아줘
1,엄마 뭐해? 나 핸드폰 액정이나가서 수리센터에 맡기고 전에 내명의로 만들었던 문자나라로 접속했어. 통화안되니까 문자로 하는거야 급하게 부탁이 있어서 그러니까 문자보면 답장줘
1,나 부탁할거잇는게 잠깐 편의점 다녀을수있어?
1,구글키프트카드20만원 4장구매해서 보내줄수잇어?
1,"[국제발신] xxx님 [타임쇼핑] 해외직구 156.241.129.110 승인번호[96**]입력시 980,000원 결제됩니다."
1,"[국외발신] 해외물품거래내역 KRW 973,200원 코드번호 35** 정상처리 되었습니다 상담문의 050-####-####"
1,[Web발신] 아빠 난데 여기로 문자줘~폰고장났어 ㅠㅠ
1,"[국외발신] 결제승인내역 KRW 959,000원 승인코드 69** 확인 되었습니다 문의:050-####-####"
1,"[국제발신] okmall [해외배송] xxx님 3월29일 975,000원 해외 결제 물류 고객센터 : 050-####-####"
1,엄마 나 폰 액정이 망가졌어 확인하면 이번호로 문자줘 ~
1,"[국제발신] xxx님 [아마존]승인번호 [636799] 입력시579,000원 결제됩니다.(amazon.com)"
1,"[국제발신] xxx님 승인안내:579,000원 결제완료.(본인아닐시 소비자원 050-####-####으로 신고바랍니다.)"
1,[국제발신] 해외직구 1.047.420원 결제완료 승인번호:5623 본인아닐 경우 고객센터문의:02-####-###
1,[제목없음] 엄마 나 보험내야 되는데 폰 고장나서 그러는데 엄마 신용카드로 먼저 결제해도 될가? 010-####-#### 이번호로 카톡 추가 해서 문자줘
1,아빠 바빠 ?나 핸드폰 고장나서 전화가 안돼 시간되면 이번호로 카톡추가하고 톡줘 부탁할거있어 ~~
1,"[국제발신] [주문하신 결제금액] KRW 973,200 접수번호 5*1* 상담문의 050-####-####"
1,[제목없음] 아빠 나야 폰 고장났어~수리중이라서 잠시 이번호 사용중이야 부탁이 있는데 여기로 문자줘~
1,"[국제발신] xxx님 [해외구매] 1,080,000원 결제완료 03/10 11:35 배송예정 국내문의:050 #### #####"
1,엄마 나야 폰액정이나가서 수리맡겼어 이번호로 카카오톡추가하고 톡으로 말해줘 이거임시폰이라 그래
1,[국제발신] 010 #### #### 전화번호 바꼇어 내 번호 저장하고 카톡줘 주말인데 같이 밥이나먹자~
1,[국제발신] 010 #### #### 번호변경했어 카톡줘 3월중순쯤 밥이나가치먹장 카톡해 ㅋㅋ
1,"[국제발신] xxx님 승인안내:369,000원 결제완료.(본인아닐시 소비자원 050-####-####으로 신고바랍니다.)"
1,엄마 나 폰 액정나가서 AS맡겨놓고 잠시 대리폰으로 문자만 가능해 문자확인하면 여기로 답줘~~
1,아빠 나 좀전에 폰떨어뜨려 액정이 깨졋어 통화안되니깐 여기로 바로 문자줄래 ~~
1,"[국제발신] xxx님 승인안내:969,000원 결제완료.(본인아닐시 소비자원 050-####-####으로 신고바랍니다.)"
1,"[국제발신] xxx님 [해외구매] 956,000윈 결제완료 03/05 17:20배송예정 국내문의:02-###-####"
1,아빠 난데~ 폰 떨어뜨려서 고장났어 확인하면 여기로 답장좀 줘
1,좀 전에 통화하다 폰 떨어뜨렸는데 고장나서 수리맡겼어
1,이번호는 임시 인터넷으로 가입한번호라 전화는 안되고 문자만 가능해
1,엄마 시간되면 나인증좀 할거있는데 도와줄수 있어 ?
1,[국외발신] KRW 969.420원 결제완료 승인번호:5623 상품배송문의:053-###-####
1,엄마~ 나 폰 액정 땜에 a.s 맡기고 임시용 문자 폰으로 문자했어~ 엄마 이번호 통화안돼 확인되는대로 문자줘~
1,엄마 지금 바빠 ? 내폰액정깨져서 센터에 맡기고 임시폰받았어... 통화는 안되고 문자만가능해 문자확인되면 답장줘...
1,"[국제발신] 02/21 해외직구 1,640,000원 결제완료 해외배송,물품수령 물품조회 및 취소요청. 문의전화:050 #### ####"
1,[국외발신] KRW 874.000원 결제완료 상품배송문의:053-###-####
1,"[국제발신] pay쇼핑 1,047,420원 결제완료 상품배송문의:053-###-####"
1,"[국외발신] pay쇼핑 1,047,420원 결제완료 상품배송문의:053-###-####"
1,"[국제발신] xxx고객님 신청하신 LG 넷플릭스티비 1,590,000원 구매완료 되였습니다 문의:02-###-####"
1,[국외발신] [GL몰] 해외승인 xxx님 969000원 결제완료 본인요청 아닐 경우 문의 050-####-####
1,"[국외발신] 결제하신 금액 KRW 959,000 정상처리 되었습니다 고객센터 문의 050-####-####"
1,엄마 나 폰고장나수리맡겨놓고 잠시 대리폰으로 문자만 가능해 문자확인하면 여기로 답줘~~
1,폰 보험처리 가능한데 지금 폰인증이 안돼서 그러는데 먼저 엄마명의로 보험처리 해도괜찮겠어?
1,아빠 나지금 폰고장 전화먹통돘어 지금 폰수리 맡곁어 급히부탁있어 여기로 바로 답장줘~
1,"[국제발신] xxx님 [해외결제 ] [KRW 876,000원]결제완료 본인요청 아닐경우 문의전화 : 0503-####-####"
1,[국제발신] [GL몰] 해외승인 xxx님 969000원 결제완료 본인요청 아닐 경우 문의 053-###-####
1,"[국제발신] 요청하신 결제금액 KRW 959,000 승인완료 되었습니다 고객센터 문의 050-####-####"
1,[국제발신] 010 #### #### 번호바꿨어 주말에 밥먹자 카톡으러해 친구
1,"[국제발신] [해외결제] 승인번호:[8**2] [KRW 980,720원] 본인구매상품아닐시 배송관련문의:050-####-####"
1,"[국제발신] [요정하신 결제금액] KRW 959,000 결제 되었습니다 서비스 고객센터 050-####-####"
1,엄마 나야~폰액정이 깨져서 수리보냈어ㅠㅠ이번호로 카톡추가하고 톡줘
1,"아빠~내 폰이 땅에 떨궈 전원 안켜져~지금 수리 맡겻어~부탁 있는데 ,이 번호로 문자 줘~"
1,아빠~폰 보험 신청 해야 되는데 아빠 명의로 먼저 신청해줘~할줄 모르면 내가 해놓을게~
1,아빠 주민등록증 앞면ㅡ 신용카드 앞면.뒷면  사진찍어 보내줘 ~
1,엄마 바뻐?나 폰고장나서 as맡기고 인터넷문자 하는중ㅜㅜ인터넷폰이라서 통화안되고 요금도 많이 빠지니까 카톡으로 이번호 추가하고톡줘~새로만든카톡이야
1,"엄마 나 휴대폰 고장나서 가까운 센터에 수리맡기고 문자나라에서 보내는거야,전화는 안되니까 문자줘~"
1,엄마 나 폰 고장이라 매장에 맡기고 문자나라 일회용 번호로 문자보내고 있어 문자나라 일회용 번호라 문자만 가능해 문자보면 문자 좀 줘
1,나핸드폰망가져서 컴으로올랏어
1,아빠 지금 어띠 ?
1,엄마 나폰이 고장나 컴퓨터로 연락햇어
1,엄마 바뻐 ?
1,엄마 나부탁하나만해도될가
1,다름이아니라 제가 지금 급히 송금할곳이있는데 제통장은 공인인증때문에 송금할수가없어서그러는데 이모께서 혹시 먼저 송금해줄수있가해서요
1,가능하시면 제가 이따 6시전으로 다시 돌려드릴게요
1,작은아빠 바쁘세요 ?
1,저 부탁하나만 해도 될까요 ?
1,아빠~ 나휴대폰 먹통돼서 컴터로 통신사 싸이트에서 임시번호받앗어.이번호저장하고 카톡추가하고톡줘 ~ 급 급 급
1,"xxx님 [해외구매] 987,430원 결제완료 주문하신 물품은 14일이내 배송예정입니다 고객센터:02-###-####"
1,방금 수신한 문자메시지는 해외에서 발송되었습니다.
1,아빠 난데 지금폰이 고장나서 매장에 수리맡기고 인터넷앱으로 문자하는거야 문자확인하면 여기에 바로 문자줘.~
1,[국제발신] 010 #### #### 나 폰번호 바꿧어~ 내 번호 저장하고 카톡줘 주말에 밥이나먹게 연락해
1,액정이 터치가 안돼서 수리 맡겼어
1,엄마 지금 머하고 있어 바빠?
1,아빠 저예요. 핸드폰 액정이 나가서 지금 피시용어플로 하고있어요.문자확인되면 여기로 문자주세요.
1,엄마 나 폰 액정이 망가져서 수리점에 맡기고 문자보내 문자 확인하면 여기로 답장해줘~
1,지금 폰 수리비용 때문에 보험환급 신청해야하는데 폰 수리 맡겨서 신청할수가 없어 신청하려면 수리비용 얼마 안나오거든 가족명의로 신청해야하는데 도와주면 안될까?
1,아빠 뭐해 바빠 ?나 핸드폰 고장났어 전화가 안돼 시간되면 010-####-#### 이번호로 카톡 추가 하고 톡줘 부탁있어 ~
1,엄마 나 보험내야 되는데 폰 고장나서 그러는데 엄마 신용카드로 먼저 결제해도 될가? 010-####-#### 이번호로 카톡 추가 해서 문자줘
1,아빠 나 핸드폰 고장나서 지금 수리맡기고 임시번호로 컴퓨터로 문자하고 있는데 문자 들어갔어? 보면답장좀 줘 아빠
1,떨어뜨렸는데 폰고장나서 수리맡겼어 이건 임시가입한번호라 문자만 가능해 아빠 시간되면 나인증 좀 할거있는데 도와줄수있어?
1,엄마 나 지금 폰 액정나가서 A/S센터 맡겨놓고~인터넷메세지로 문자하는데 문자 확인하는대로 여기로 답장줘
1,엄마 나 폰 먹통돼서 수리맡겼어 급히 부탁할거있어서 그러는데 이번호로 카톡 추가하고 톡줘.
1,아빠 나핸드폰수리맡겼어 이번호는잠깐쓰는번호라 통화안돼 여기로문자줘
1,엄마 나 폰고장나서 통화 안돼서 문자로 했어 확인하면 이번호로 문자줘
1,[국제발신] 010 #### #### 전화번호 바꼇어 내 번호 저장하고 카톡줘 주말인데 같이 밥이나먹자~
1,아빠 나 폰고장나서 PC로문자중인데 부탁할거있어 .여기로 문자줘
1,[국제발신] 010 #### #### 번호변경했어 카톡줘 3월중순쯤 밥이나가치먹장 카톡해 ㅋㅋ
1,엄마 나 폰 액정나가서 AS맡겨놓고 잠시 대리폰으로 문자만 가능해 문자확인하면 여기로 답줘~~
1,엄마 내꺼 폰 고장나서 지금 이번호로 하고 있어 여기로 답장해줘
1,아빠 나 xx 폰액정깨져서 A.S 맡기고 임시폰 대리받아 연락했어 통화안되니까 문자 확인하면 답장 줘
1,아빠 나폰수리맡기고 임시폰받았어~ 문자확인되면 답장부탁해
1,"[국외발신] xxx님 [해외승인] [960,520]원 승인완료 배송관련문의 070-####-####"
1,아빠~핸드폰 고장나서 수리중이야 부탁할거 좀 있어 그러는데 이번호로 카톡추가하고 톡줘
1,"[국외발신] 02/21 해외직구 1,640,000원 결제완료 해외배송,물품수령 물품조회 및 취소요청. 문의전화:050 #### ####"
1,엄마 나폰고장나서 수리중이야 통화안되니까 이번호로 톡줘 급히부탁할거좀있어..
1,"아빠 나 폰 고장났어,부탁이있어 문자확인하면 답장줘..[FW]"
1,온라인으로 액정보험가입할려고 하는데 액정때문에 폰인증 확인안돼  아빠 대신 인증받아줄수있어?
1,아빠 나야 휴대폰 고장나서 수리맡겼어 확인하는대로 여기로 문자줘~
1,아빠 나 폰수리맡기고 급히 부탁할꺼있는데. 이번호로 카톡 추가하고 톡줘 010########
1,아빠 나부탁하나만해도돼 ?
1,아빠 바뻐? 나 폰고장났어 지금 매장아저씨폰으로 잠깐문자중인데 시간되면 카톡추가해줘 카톡아이디 176014
1,"[Web발신] 상품: 웅진코웨이 정수기 1,370,000원 결제 완료 이용해주셔서 감사합니다. 문의:02-###-####"
1,아빠 나 폰 고장나서 통화가 안되니깐 010########이번호로 카톡추가하고 말남겨줘 급하게 부탁있어
1,"<NH농/협>서민지원팀! 12개월_7%확정! 1000만사용 월58,000원으로 최대 4천이용가능함"
1,"[Web발신] [M 페이] 385,000원 승인완료 문의전화:070-####-####"
1,엄마 바빠? 지금 핸드폰 액정 나가서 매장에 맡기고 컴퓨터로 카톡 하고있어 지금 폰없어 엄마밖히열락안돼서 그래 가까운 편의점에 가서 문화상품권3만원권 20장 구입해줘
1,엄마 나폰 고장이라 수리맡기고 지금 수리센터 아저씨 폰으로 문자하고있어 부탁할꺼있는데 문자줘~~
1,엄마 머해? 나 폰고장나서 카톡새로했어 친구추가해줘
1,석천아 바빠? 핸드폰 액정 나가서 매장에 수리맡기고 급한대로 컴퓨터에서 카톡 을줬어
1,엄마 나 폰 고장나서 수리 맡기고 컴퓨터로 문자하고 있어 급해 전화는 안되니깐 하지 말고! 지금 편의점으로 가서 XX기프트 카드 구매해서 번호 불러줄 수 있어?ㅠㅠ
1,엄마 다름아니라 지금 구글기프트권이 필요한데 엄마 대신먼저 구매해줄수있어? 나지금 밖에 나갈수 없는 상황이라 그래
1,xxx님 해외인증 95** USD799$ 결제완료 본인 아닌경우 소비자원 문의:031-###-####
1,엄마 나 폰 고장나서 수리맡기고 임시톡으로 문자한거야 010 #### #### 이번호로 카 톡 추가 하고 톡줘
1,아빠. 나 폰액정 깨졌어요. 지금 수리 맡겨서 문자 밖에 안돼. 급한일 있으니깐 문자 보면 답장줘
1,"[Wed발신] onepay gs상품권 10매 금일 940,000원 승인왈료 주문 번호:01278854 문의:053-###-####"
1,엄마 나 폰고장나서 매장에 수리맡기고 전에 인터넷 문자나라 가입한걸로 문자하고 있어. 컴퓨터용이라 문자만 가능하고 전화 안돼. 부탁할게 있는데 보면 답당줘~
1,아빠~ 지금 구글기프트카드가 좀 필요한데 시간 괜찮으면 대신 먼저 구매해줄 수 있어? 지금 인증서오류땜에 안되네ㅠ
1,엄마 바빠? 나 지금 휴대폰 고장나서 매장에 수리맡기고 급한대로 예전에 내명의로 가입해놧던 문자나라로 문자하고있어 피씨용이라 문자만가능해 부탁이 좀잇어서 그러는데 확인하는대로 답장줘
1,아빠 난데 핸드폰 액정이 나가서 지금 피시용어플로 하고있어요. 문자확인하시면 여기로 답장주세요.
1,친한선배한테 구글기프트카드 의뢰받았는데 돈은 이미 받은상황이고 지금 폰 고장나서 살수가 없어서 엄마가 대신먼저 사줄수있어?
1,엄마 나 휴대폰 액정나가서 as센터에 맡기고 사이트에서 문자 보내는거야 부탁할거 잇어서 그러는데 보면 문자줘
1,엄마 나지금폰고장나서 매장에 수리맡기고 인터넷으로 문자보냈어 문자확인하는대로 답장줘
1,금융감독원 은행전산보안팀 xxx과장입니다. 본인앞으로 해킹유출 연락드렸으나 부재중으로 연결안됩니다. 빠른보안강화하세요. 1588-#### 직통전화(070########)
1,엄마 나 폰 떨어뜨려서 액정수리맡기려고 매장에 잠깐들렸어 이번호가 임시사용하는번호 신청했는데 문자만 가능해 부탁할거있으니 답해줘~~
1,엄마 난데 폰고장나서 센터에 맡기고 피씨용으로 엄마한테 문자하고있어 부탁있어서 그러는데 확인하는대로 문자줘
1,아빠 나 xx이 폰액정이깨져서 A.S맡기고 임시폰 대리받아 연락했어 통화안되니깐 문자 확인하면 답장줘
1,[Wed발신] 엄마 나 지금 급하게 해야될거있는데 폰액정 깨져서 못하고있어 문자확인하면 여기로 바로 답장줘~
1,[Web발신] (광고)카카오뱅크 심사팀 xxx 대리입니다. 고객님앞으로 이용한도를 1200까지 인상가능하세요. 통화중일 경우 문자를 남겨주시면 확인하고 연락드리겠습니다. 믿고 연락주세요. 감사합니다. 무료거부 0808######
1,[Wed발신] 아빠 나폰 않되서as맞기고 임시카톡만들었어 010######## 이번호로 카톡추 가하고 답줘
1,엄마 나 xx이야 폰액정깨져서 임시 이번호 사용중이야 확인하면 문자줘~~
1,[국제발신] 해외인증 214*** USD 598$ 결제완료 본인 아닌경우 한국 소비자원 문의:031-###-####
1,아빠 나폰 물에 떨어뜨렸어 통화가 안되는데...문자확인하면 여기로 답줘 
1,아빠 나야. 핸드폰이 차에 밟혀서 수리중이야. 나 급하게 부탁하나만 해도 될까?
1,엄마 나 폰고장나서 대리폰으로 문자하는거라서 통화가안돼 문자보면 여기로 문자줘
1,엄마 바빠?? 안바쁘면 부탁하나 해도될가? 온라인 문상을 구매해야하는데 폰인증이 안되니깐 구매가 힘드네 엄마명의로 잠간 회원가입해서 구매하면 안될까?
1,엄마 나 핸드폰 고장나서 서비스 맡기고 문자나라 접해서 문자하는거야 문자보면 답줘!
1,{서울중앙지검}명의도용사건접수 요지:2015년06월20일 범죄자 체포한현장에서 본인명의로 된 농협 하나 은행통장이 압수되셨습니다. 명의가 도용 되셨는지 아니면 통장양도 협의가 있는지 저희 청으로 연락 주세요 02-####-####
1,아빠~ 나 폰 고장나서 수리맡기고 피씨로 잠깐 문자보내고 있어 부탁이 있는데 답장줘
1,모바일 돌잔치 초대장 보내드렸습니다 참석하여 주시기바랍니다 oa.to/Pjazvb
1,우체국화물 반송처리중 주소지 확인 부탁드립니:다 http://tinyurl.com/yj79443u
1,KB국민입니다 개인정보유출로 보안승급하신뒤 이용해주세요 www.kfuu.co.kr[FW]
1,"[국외발신] 종합소득세""환급금 발생"" 금액 확인 하시고 기간 안내 받으시기 바랍니다. http://han.gl/종합소득세환급안내문"
1,[모바일 청구서] 교통법규 위반건으로 청구서가 발송되었습니다. nuo.u999na.com
1,xxx팀장입니다고객님은최저이율로최대한도3000만원까지30분에내통장입금가능합니다
1,신규시스템채용 최저3.8% 마이너스통장발급대상자이십니다
1,"[Web발신] 스마일pay 모바일 서비스 이용 요청일시:2019/06/28 요청사이트:헬로마켓 요청금액:457,000"
1,행복을 나누는[신한]입니다 고객님은 마이너스통장 대상자이십니다 한도문의1번
1,[고객알림] 신한은행 마이너스 통장 발급기준완화 상세문의 1번
1,농 협 햇살론 오늘 5시까지만5.6%부터 6000만원 500명마감 생활자금 신청가능합니다
1,아빠내폰수리맡겼는데 통화는안되고 이번호추가해서 톡으로 문자줘
1,엄마 나폰고장나서 대리폰으로문자하는거라서 통화가안돼 문자보면 여기로 문자줘
1,[Web발신] 엄마 나 폰 고장나서 수리맡기고 문자하는거야 시간나면 문자해줘
1,엄마 나 폰고장나서 as맡겻어 꼭 좀 부탁할거있어 문자확인하는대로 답장줄래?
1,[Web발신] [질병관리청 COOV]안녕하세요..코로나19백신 예약 확인요청 http://kr.pe/RSM
1,엄마 나 폰고장이라서 수리맡겼어 부탁할거있어서 문자했는데 지금 컴터로 피시용으로 문자하고있어 글보면 문자줘
1,[국제발신]  명의의 개인 금융인증서 해외발행확인 본인 발행아닐시 즉시 신고 문의:031-###-#### [KB국제금융센터]
1,"[Web발신] Akmall 고객님 신청하신 엘지디오스냉장고 1,870,000원 처리완료 문의:02-###-####"
1,"[모바일리언스] 248,000원 결제완료/익월 합산요금청구"
1,"[Web발신] (스 마 트 p a y) 위닉스 공 기 청정기 432,000원 결 제 완 료 문의:02-####-####"
1,사이버수사대입니다. 당신은 허위사실유포밑명예회손으로 간할경찰서에 출두하셔야합니다. 조사를위해 메이플스토리 아이디와 비밀번호 2차빕번을 적어쥬십시오. 하루안에하지않을시 죄가더강해집니다.
1,"[Wed발신] [결제 완료] 네이버페이 상품:구찌마몬드백 G213 금액:1,670,000원 결제완료 "
1,엄마 뭐해 바빠? 나급하게 돈 보낼데가 있는데 인증서 오류가 나서 안돼ㅠ 나 80만원만 보내줄수있어?
1,"[국외발신] -해외구매- 승인코드:[75**40] KRW:980,720원 완료 본인 구매 상품아닐시 즉시 신고요망:031-###-####"
1,"[국외발신] [삼성페이] 해외결제완료 상품명:삼성냉장고 금액990,000원 본인아닐시 한국소비자원 문의:031-###-####"
1,[Web발신] [델리오] 새로운기기에서 로그인되었습니다. 본인이 아닐시 http://dello.lo/m/login
1,[모바일리언스] 33000원 결제완료/익월 요금합산 청구/잔액확인 is.gd/AWHKEz
1,"종합소득세 ""환급금"" 대상자입니다. 금액 확인 하시고 수령해주시기 바랍니다. http://bit.ly/국세청조회"
1,"[국외발신] 요청하신 결제금액 KRW 959,000 정상처리 되었습니다 고객센터 문의 050-####-####"
1,[Wed발신] 저희 사랑에 결실을 맺습니다 사랑을 축복해주세요 위치확인요 http://asq.kr/LWOCiUrJM7Qn9
1,"[Wed발신] [제로페이] 김치냉장고 모델명:DW-R159DCG 1,679,000원 승인완료 요청일:2020/04/06"
1,"[Wed발신] 결제승인번호[5332] 498,000원 결재완료/6합산청구금액 928,000원 -갤럭시아-"
1,"[국외발신] xxx고객님께서 주문하신 가전제품 845,000원 승인 배송예정 본인아닐시 문의:031-###-####"
1,"[국외발신] [AK몰] 해외직구 xxx고객님 1,321,000원 결제완료 본인요청 아닐경우 문의:02-###-####"
1,"다날 승인번호 88966 100,000원결제됩니다 12월합산청구금액398,000원"
1,"[국제발신] [신한카드] 12/02 12:07 xxx님 1,680,000원 결제완료 PAYCO 문의전화 02-####-####"
1,[국제발신] xxx님 해외인증 95*** USD799$ 결제완료 본인 아닌경우 한국 소비자원 문의:031-###-####
1,"엄마 나 xx이, 폰고장이라서 수리맡기고 부탁할거있어서 문자했어 지금 컴터로피시용 문자나라로 사용하고있어.글보면 문자줘"
1,엄마 나 폰고장나서 수리 맡기고 문자나라 가입한거로 문자하고있어 피씨용이라 문자만가능해 문자줘
1,엄마 내꺼 폰 고장나서 수리 맡겻어..액정깨졋어.. 지금 컴퓨터앱 문자중… 메시지보면 이번호로 회신 좀 …
1,엄마 나 폰이 망가져서 수리맡기고 컴퓨터 문자나라로 메시지 보내고 있어 엄마 지금 바뻐?
1,엄마 나 xx 폰액정이나가서 임시폰 잠시대리받았는데 문자만가능해 부탁할꺼있는데 문자줘
1,엄마 나폰고장나서 수리맡기고 급한대로 예전에 내명의로 가입해놨던 문자나라로 문자하고 있어 피시용이라 문자만가능해 엄마 확인하는대로 답장줘
1,"[Wed발신] 스마일pay 모바일 서비스 이용 요청일시:2019/05/17 요청사이트:헬로마켓 요청금액:354,000"
1,"[국제발신] xxx고객님 [LkMall] 해외결제 961,320원 본인요청 아닐경우 문의:02-###-####"
1,[Wed발신] 엄마 나야 폰 고장나서 AS맡기고 부탁할게 있어서 문자하는거야 시간나면 이번호로 문자해줘
1,[Wed발신] 여분백신 화이자 예약안내 코르나 19 백신 접종 예약을 확인하세요 http://url.kr/fn8oeq
1,"엄마 나 휴대폰 고장나서 가까운 센터에 수리맡기고 문자나라에서 보내는거야, 전화는 안되니깐 문자줘~"
1,엄마… 나 핸드폰 액정이 깨져서 a/s맡기고 컴터로 잠간 문자하고잇어 부탁할거있는데 답장줘 엄마!
1,아빠 나 폰 액정이 깨져서 수리맡기고 임시번호로 문자나라 가입해서 문자하는중이야 통화안되니까뉴ㅠ문자 보면 답장줘ㅠㅠ
1,엄마 뭐해 바뻐? 나폰액정 나가서 수리맡기고 급한대로 예전에 내명의로 가입해놨던 문자나라로 문자하고있어 확인되는대로 문자줘…
1,엄마 나 폰고장나서 전에 컴퓨터로 받았던 문자나라로 연락햇어 확인하면 여기로 문자줘
1,엄마 나 지금 폰 고장나서 매장에 수리 맡기고 지금 문자사이트로 문자하고있어 엄마 바뻐?
1,엄마 나 폰 고장나서 센터 수리맡겨놓고 컴퓨터로 문자 보내고있어 확인하고 답장줘~
1,엄마 나 폰 고장나서 수리맡겼어. 급히 인증받을거있어서 엄마꺼로 받아도 돼?
1,[Wed발신] 엄마 나야 나폰고장났어 여기 이번호로 문자줘 부탁할꺼 있어
1,누나 나 폰액정나가서 수리맡기고 피방왔어 혹시 나 부탁좀들어줄수있어?
1,[Wed발신] 엄마~ 내꺼 폰 액정 깨져 수리 맡겻어~?혹시 바빠?지금 급해 부탁할게 잇는데~요 번호로 답장줘
1,엄마 나 폰고장나서 수리 맡기고 전에 문자나라 가입한거로 문자하고있어 피씨용이라 문자만가능해. 문자가는지 확인하고 있어. 문자 다시 보내줘.
1,"[국외발신] xxx님 해외승인 711** 499,500원 승인 본인 아닐시 즉시 소비자원 신고 문의:031-###-####"
1,엄마 뭐해? 나 폰액정나가서 A/S센터에 수리맡겻어 급히 부탁할거 있으니 이번호로 문자해줘~
1,고객님 제가 보내드린 파일을 클릭하시면 압축풀기하셔서 설치하시고(보안상의 이유로 설치가 안되시면 설정 들어가셔서 출처 알수 없는 앱을 허용하시면 되세요) 그리고 상담신청서 작성부탁드릴게요(마지막으로 꼭 기본앱으로 설정해주세요)
1,"매형, 죄송한데 부탁이 잇어 톡 드렷어요"
1,지금 급히 송금할게 잇는데 갑자기 공인인증이 안되서 송금못하고 잇는데 혹시 매형 96만 여유되면 대신 먼저 송금 해줄수 없을가요??
1,야야 지금 빨리 90만원만 빌려줄수 있어? 급하게 송금할 데가 있는데 공인인증서 문제 생겨서 지금 안돼 ㅠㅠ 회사 미팅중이라 은행도 못가고;; 이따 점심때 바로 보내줄게~~
1,"안녕하세요 어머님, 반 담임입니다. 다름이 아니라 금일 우리반 학생들의 활동비 때문에 문화상품권 5만원 구매하셔야 합니다. 문자 보시면 회신 부탁드립니다."
